,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,t_1_roi,t_2_roi,t_3_roi,t_4_roi,t_5_roi,t_6_roi,t_7_roi,best_treatment_roi,best_treatment,delta_coin,coin,cum_expense,delta_cum_expense,base_expense,cum_base_expense,extra_expense,cut_off_point,final_coin,treatment,if_same,tmp_label
873,10,24,19,18,27,10,6,5,87,1,0,0,0.0,0,11860.935,7,227.84369231333267,811.0303957433339,530.7568757200002,324.4492942333349,1913.5071766833346,534.6884215266668,451.1377001400037,759.4789743777756,1622.0607914866678,758.2241081714288,324.4492942333349,1471.9285974487188,334.1802634541668,237.44089481052828,1622.0607914866678,t_2_roi,0.5,0.6,8.799999999999999,7.299999999999999,0.1,1.5000000000000002,99.99999999999997,True,0.6,2.0,False,0.0
1441,2,6,4,2,2,6,3,5,0,0,0,0,0.0,0,2077.736,5,486.27902785666674,586.371609223334,473.31721869000097,641.4401467566654,1567.7212795099979,523.9228430566674,18.75031015666673,1620.9300928555558,1172.743218446668,676.16745527143,641.4401467566654,1205.9394457769215,327.4517769104171,9.868584292982488,1620.9300928555558,t_1_roi,0.3,0.4,9.2,7.599999999999999,0.1,1.6000000000000003,99.99999999999997,True,0.4,1.4,False,0.0
848,13,17,8,16,12,4,3,4,0,0,1,1,1.0,0,0.0,1,289.81125895999963,809.8255823800009,499.1836498399999,251.93846267666825,2022.748065640002,581.0965908000007,437.42310180999993,966.0375298666655,1619.6511647600018,713.1194997714284,251.93846267666825,1555.9600504923092,363.18536925000046,230.22268516315788,1619.6511647600018,t_2_roi,0.5,0.6,9.799999999999999,8.099999999999998,0.1,1.7000000000000004,99.99999999999997,True,0.6,0.4,False,0.0
996,9,15,26,20,25,1,1,4,0,0,0,0,0.0,0,0.0,5,297.6633729199993,507.68226225666695,388.9980496366661,98.8221661666671,2079.1738125866705,517.9457421799989,365.79405269000114,992.2112430666643,1015.3645245133339,555.7114994809516,98.8221661666671,1599.3644712205157,323.7160888624993,192.5231856263164,1599.3644712205157,t_5_roi,1.3,1.4000000000000001,11.2,9.399999999999999,0.1,1.8000000000000005,99.99999999999997,True,1.4,1.4,True,1.4
1282,12,23,20,15,28,2,2,3,0,0,3,3,1.0,0,4940.392,5,152.77880670332982,796.9718290200008,402.3821608766639,105.97440275000099,1891.1343390999998,459.0496957133292,508.6949370766679,509.26268901109944,1593.9436580400015,574.8316583952342,105.97440275000099,1454.7187223846151,286.9060598208307,267.7341774087726,1593.9436580400015,t_2_roi,0.5,0.6,11.799999999999999,9.899999999999999,0.1,1.9000000000000006,99.99999999999997,True,0.6,1.4,False,0.0
1503,14,28,25,24,31,2,2,4,0,0,0,0,0.0,0,2989.41,3,131.66650809333441,788.0869019333368,456.3444362466671,194.19210161000137,2069.6946589200047,489.9677025033316,370.73661518333387,438.88836031111475,1576.1738038666736,651.9206232095245,194.19210161000137,1592.0728145538496,306.22981406458223,195.12453430701783,1592.0728145538496,t_5_roi,1.3,1.4000000000000001,13.2,11.2,0.1,2.0000000000000004,99.99999999999997,True,1.4,0.8,False,0.0
1988,10,23,22,15,21,45,19,3,21,0,1,1,1.0,0,0.0,5,201.59574330666828,795.826567080001,514.0953475666674,359.3116906100022,1864.059594443337,530.144998730003,455.5570135066709,671.9858110222276,1591.653134160002,734.4219250952392,359.3116906100022,1433.8919957256437,331.34062420625185,239.76684921403734,1591.653134160002,t_2_roi,0.5,0.6,13.799999999999999,11.7,0.1,2.1000000000000005,99.99999999999997,True,0.6,1.4,False,0.0
276,1,4,0,0,0,6,2,3,0,0,1,1,1.0,0,0.0,4,476.8614419066676,593.3367239200006,469.28912291000137,652.6967037733319,1507.9161010466642,532.4551163233341,3.5970769366667814,1589.538139688892,1186.6734478400012,670.4130327285734,652.6967037733319,1159.9354623435877,332.7844477020838,1.8931983877193588,1589.538139688892,t_1_roi,0.3,0.4,14.2,12.0,0.1,2.2000000000000006,99.99999999999997,True,0.4,1.1,False,0.0
1585,9,10,15,16,10,3,0,5,0,0,1,1,1.0,0,0.0,4,308.89223955666597,516.1832215000004,386.7782263899989,134.5717210233338,2061.4874977933373,527.5076265299987,350.179226166666,1029.64079852222,1032.3664430000008,552.5403234142842,134.5717210233338,1585.7596136871825,329.69226658124916,184.30485587719264,1585.7596136871825,t_5_roi,1.3,1.4000000000000001,15.6,13.3,0.1,2.3000000000000007,99.99999999999997,True,1.4,1.1,False,0.0
1158,11,27,23,22,40,2,0,4,0,0,0,0,0.0,0,5964.821999999999,5,164.00308061333268,555.45145383,348.4629998433329,36.229737253333504,2061.394186183338,515.6681529833304,336.4470530000017,546.6769353777756,1110.90290766,497.8042854904756,36.229737253333504,1585.6878355256447,322.2925956145815,177.07739631579037,1585.6878355256447,t_5_roi,1.3,1.4000000000000001,17.0,14.600000000000001,0.1,2.400000000000001,99.99999999999997,True,1.4,1.4,True,1.4
909,12,28,17,20,25,4,0,4,0,0,0,0,0.0,0,6826.2609999999995,2,169.49126390333367,554.407654106667,351.62673034999983,33.56360730000097,2059.902721340005,504.9278840766647,332.62483951000195,564.970879677779,1108.815308213334,502.3239004999998,33.56360730000097,1584.5405548769268,315.5799275479154,175.0657050052642,1584.5405548769268,t_5_roi,1.3,1.4000000000000001,18.4,15.900000000000002,0.1,2.500000000000001,99.99999999999997,True,1.4,0.6,False,0.0
614,10,19,76,64,67,4,3,4,0,0,1,1,1.0,0,78.816,0,206.25743391666677,783.0685226266705,481.01373093333495,212.29745655667102,2045.5787339366723,502.7196337833329,481.3029758500024,687.5247797222225,1566.137045253341,687.1624727619071,212.29745655667102,1573.5221030282094,314.19977111458303,253.31735571052758,1573.5221030282094,t_5_roi,1.3,1.4000000000000001,19.799999999999997,17.200000000000003,0.1,2.600000000000001,99.99999999999997,True,1.4,0.1,False,0.0
1678,14,30,28,31,41,2,0,6,0,0,2,2,1.0,1,0.0,0,9.161040879997929,468.2617591333319,246.1515381199988,-115.24758187666794,2039.7856289133344,247.63020078332738,277.4175786933265,30.53680293332643,936.5235182666638,351.64505445714116,-115.24758187666794,1569.0658683948725,154.7688754895796,146.00925194385607,1569.0658683948725,t_5_roi,1.3,1.4000000000000001,21.199999999999996,18.500000000000004,0.1,2.700000000000001,99.99999999999997,True,1.4,0.1,False,0.0
323,4,19,0,7,27,4,3,2,0,0,4,4,1.0,1,0.0,7,260.5777813700006,783.545489580003,308.8309700733348,218.15540455333618,1556.1909916966697,448.1535355500014,399.5424727200008,868.5926045666687,1567.090979160006,441.18710010476406,218.15540455333618,1197.0699936128228,280.09595971875086,210.28551195789515,1567.090979160006,t_2_roi,0.5,0.6,21.799999999999997,19.000000000000004,0.1,2.800000000000001,99.99999999999997,True,0.6,2.0,False,0.0
1148,12,28,19,14,18,628,569,5,22,0,0,0,0.0,0,0.0,6,149.6863518300006,782.2812387066671,507.39841014333433,326.76740317666827,1836.9554765333369,496.0361337733348,424.5207576400034,498.95450610000205,1564.5624774133341,724.8548716333348,326.76740317666827,1413.042674256413,310.02258360833423,223.43197770526496,1564.5624774133341,t_2_roi,0.5,0.6,22.4,19.500000000000004,0.1,2.9000000000000012,99.99999999999997,True,0.6,1.7,False,0.0
1455,5,11,1,1,1,2,2,3,0,0,2,2,1.0,0,937.7230000000001,2,468.46367273666647,557.8823525600002,470.4564124000003,593.6140449566651,1442.577466339997,491.71173464999987,44.90059657666735,1561.5455757888883,1115.7647051200004,672.0805891428577,593.6140449566651,1109.67497410769,307.3198341562499,23.63189293508808,1561.5455757888883,t_1_roi,0.3,0.4,22.799999999999997,19.800000000000004,0.1,3.0000000000000013,99.99999999999997,True,0.4,0.6,False,0.0
1551,4,7,0,0,0,3,2,7,12,0,0,0,0.0,0,0.0,7,468.1012477466688,537.0770624800011,449.1422984300011,683.1866073299989,1459.013277779999,489.15596109666876,-7.1657626833321055,1560.337492488896,1074.1541249600023,641.6318549000016,683.1866073299989,1122.3179059846145,305.722475685418,-3.771454043859003,1560.337492488896,t_1_roi,0.3,0.4,23.199999999999996,20.100000000000005,0.1,3.1000000000000014,99.99999999999997,True,0.4,2.0,False,0.0
195,12,24,13,15,16,1,0,5,0,0,1,1,1.0,0,990.052,7,199.38138789666664,547.3585562100006,322.8996697833327,116.90846554000154,2026.877271903335,550.3657322733325,326.4179210099992,664.6046263222222,1094.7171124200013,461.28524254761817,116.90846554000154,1559.1363630025653,343.9785826708328,171.7989057947364,1559.1363630025653,t_5_roi,1.3,1.4000000000000001,24.599999999999994,21.400000000000006,0.1,3.2000000000000015,99.99999999999997,True,1.4,2.0,False,0.0
675,11,25,4,9,12,89,10,3,0,0,1,1,1.0,1,2740.973,6,215.124182253337,778.5872685966693,414.99546254000364,380.42696379666944,1727.3331080700011,511.85286955000396,293.384558833337,717.0806075111234,1557.1745371933387,592.8506607714338,380.42696379666944,1328.7177754384622,319.90804346875245,154.4129257017563,1557.1745371933387,t_2_roi,0.5,0.6,25.199999999999996,21.900000000000006,0.1,3.3000000000000016,99.99999999999997,True,0.6,1.7,False,0.0
1849,10,20,17,13,25,16,6,4,0,0,1,1,1.0,0,0.0,1,221.92714246666765,776.704588746667,525.1207627000008,389.7697200566677,1836.3636727100024,554.1569645166687,447.97439990000254,739.7571415555589,1553.409177493334,750.1725181428583,389.7697200566677,1412.5874405461557,346.34810282291795,235.77599994736977,1553.409177493334,t_2_roi,0.5,0.6,25.799999999999997,22.400000000000006,0.1,3.4000000000000017,99.99999999999997,True,0.6,0.4,False,0.0
1670,11,22,23,13,13,0,0,5,0,0,0,0,0.0,0,23.651,3,195.35207664333302,547.704157903333,341.70125780333274,132.0877535733348,2017.5289986900025,550.3986583066653,338.5881373599996,651.1735888111101,1095.408315806666,488.1446540047611,132.0877535733348,1551.945383607694,343.9991614416658,178.20428282105243,1551.945383607694,t_5_roi,1.3,1.4000000000000001,27.199999999999996,23.700000000000006,0.1,3.5000000000000018,99.99999999999997,True,1.4,0.8,False,0.0
460,9,20,14,23,32,4,2,7,0,0,0,0,0.0,0,9416.493,4,244.91732454999874,691.6829576733306,443.42995300333223,258.274583266666,2016.1182731633355,505.5392364266645,407.36833018000016,816.3910818333292,1383.3659153466613,633.4713614333318,258.274583266666,1550.8602101256427,315.9620227666653,214.40438430526325,1550.8602101256427,t_5_roi,1.3,1.4000000000000001,28.599999999999994,25.000000000000007,0.1,3.600000000000002,99.99999999999997,True,1.4,1.1,False,0.0
1889,9,18,87,93,133,0,0,3,0,0,1,1,1.0,0,16122.278999999999,1,155.32802273333348,495.25983028666815,326.1221391566669,41.84815894333315,2014.4162324766712,458.8910610766643,368.607717150001,517.7600757777783,990.5196605733363,465.8887702238099,41.84815894333315,1549.5509480589778,286.8069131729152,194.00406165789528,1549.5509480589778,t_5_roi,1.3,1.4000000000000001,29.999999999999993,26.300000000000008,0.1,3.700000000000002,99.99999999999997,True,1.4,0.4,False,0.0
528,14,28,105,86,87,2,2,0,53,0,0,0,0.0,0,0.0,7,57.78152793999834,743.908657490001,424.04876181333117,155.72953867333214,2012.3492795166705,396.790885079996,385.83260293333205,192.6050931333278,1487.817314980002,605.783945447616,155.72953867333214,1547.9609842435927,247.99430317499747,203.0697910175432,1547.9609842435927,t_5_roi,1.3,1.4000000000000001,31.39999999999999,27.60000000000001,0.1,3.800000000000002,99.99999999999997,True,1.4,2.0,False,0.0
1783,9,18,22,13,15,3,0,3,0,0,1,1,1.0,0,0.0,6,243.4389947433328,546.0936540499997,357.85475445333395,173.46336908666854,2008.5041417766697,576.6106831999988,347.07442180333237,811.4633158111094,1092.1873080999994,511.2210777904771,173.46336908666854,1545.0031859820535,360.38167699999923,182.67074831754337,1545.0031859820535,t_5_roi,1.3,1.4000000000000001,32.79999999999999,28.90000000000001,0.1,3.900000000000002,99.99999999999997,True,1.4,1.7,False,0.0
1925,8,8,51,31,18,0,0,5,0,0,1,1,1.0,0,0.0,5,288.2823035866668,433.48786817000115,377.2249498933343,90.84673318333536,2005.3769213600065,438.1690079033342,362.2072021966688,960.941011955556,866.9757363400023,538.8927855619062,90.84673318333536,1542.5976318153896,273.8556299395839,190.6353695771941,1542.5976318153896,t_5_roi,1.3,1.4000000000000001,34.19999999999999,30.20000000000001,0.1,4.000000000000002,99.99999999999997,True,1.4,1.4,True,1.4
1603,11,17,14,9,10,2,1,5,0,0,1,1,1.0,0,2163.5370000000003,3,247.36856822999923,529.7990219666658,342.8063650799986,175.61253734333422,2004.9284160000022,565.0936190766647,325.84100885333186,824.5618940999974,1059.5980439333316,489.72337868571236,175.61253734333422,1542.2526276923093,353.18351192291544,171.4952678175431,1542.2526276923093,t_5_roi,1.3,1.4000000000000001,35.59999999999999,31.50000000000001,0.1,4.100000000000001,99.99999999999997,True,1.4,0.8,False,0.0
818,11,21,21,21,19,28,17,3,0,0,5,5,1.0,0,13856.768,0,65.79937504999907,768.7866708633363,439.1797451866687,201.02883283667146,1623.7725734633375,341.55891833333413,634.3778137700057,219.33125016666358,1537.5733417266727,627.3996359809553,201.02883283667146,1249.055825741029,213.47432395833383,333.88305987895035,1537.5733417266727,t_2_roi,0.5,0.6,36.19999999999999,32.000000000000014,0.1,4.200000000000001,99.99999999999997,True,0.6,0.1,False,0.0
1959,14,30,23,18,27,1,0,3,0,0,0,0,0.0,0,6166.031999999999,5,56.307266253331356,481.0309741033352,281.7766916899982,-13.967118339998706,1993.7669268166712,420.0288251899974,235.80403617666528,187.69088751110453,962.0619482066704,402.53813098571175,-13.967118339998706,1533.6668667820547,262.5180157437484,124.10738746140278,1533.6668667820547,t_5_roi,1.3,1.4000000000000001,37.59999999999999,33.30000000000001,0.1,4.300000000000001,99.99999999999997,True,1.4,1.4,True,1.4
1341,2,3,56,28,17,0,0,4,0,0,1,1,1.0,0,26338.45,5,300.7032416399993,429.5689305133351,376.21139223000085,95.81866880333521,1993.7503186366696,437.8125490499992,348.05178493333506,1002.3441387999977,859.1378610266702,537.4448460428584,95.81866880333521,1533.6540912589765,273.63284315624946,183.1851499649132,1533.6540912589765,t_5_roi,1.3,1.4000000000000001,38.999999999999986,34.60000000000001,0.1,4.4,99.99999999999997,True,1.4,1.4,True,1.4
510,11,27,41,28,27,4,3,5,0,0,2,2,1.0,0,20276.62,6,136.99154459999863,761.8554729133366,466.4860757200004,105.81271237666988,1992.4316374933373,434.53025256999626,506.8390269133352,456.63848199999546,1523.7109458266732,666.4086796000006,105.81271237666988,1532.639721148721,271.58140785624767,266.7573825859659,1532.639721148721,t_5_roi,1.3,1.4000000000000001,40.399999999999984,35.900000000000006,0.1,4.5,99.99999999999997,True,1.4,1.7,False,0.0
1914,14,27,56,50,62,0,0,4,0,0,0,0,0.0,0,463.199,1,22.352562176664833,467.0574047300015,288.94507557333236,-3.316287629998442,1987.9128893133368,372.9988037999965,293.93519743333127,74.50854058888278,934.114809460003,412.77867939047485,-3.316287629998442,1529.1637610102591,233.1242523749978,154.702735491227,1529.1637610102591,t_5_roi,1.3,1.4000000000000001,41.79999999999998,37.2,0.1,4.6,99.99999999999997,True,1.4,0.4,False,0.0
1857,10,24,11,8,21,3,0,6,0,0,1,1,1.0,0,5335.346,0,223.3640027433344,521.4762521266675,339.0077491333345,149.07671413666822,1984.3199506333347,570.5373053433333,328.00596207666564,744.5466758111147,1042.952504253335,484.2967844761922,149.07671413666822,1526.399962025642,356.5858158395833,172.63471688245562,1526.399962025642,t_5_roi,1.3,1.4000000000000001,43.19999999999998,38.5,0.1,4.699999999999999,99.99999999999997,True,1.4,0.1,False,0.0
73,3,10,37,18,15,1,1,5,0,0,1,2,2.0,1,18273.59,7,110.94124189666763,186.77880862333316,173.68503395666542,224.09125162333385,1982.9387538500034,211.36198759333183,210.87571734333324,369.8041396555588,373.5576172466663,248.12147708095063,224.09125162333385,1525.337502961541,132.1012422458324,110.98721965438592,1525.337502961541,t_5_roi,1.3,1.4000000000000001,44.59999999999998,39.8,0.1,4.799999999999999,99.99999999999997,True,1.4,2.0,False,0.0
1283,10,21,5,5,9,2,0,0,0,0,1,1,1.0,0,1601.037,4,265.03107529666704,528.5822154333355,351.351093433334,212.0083595633364,1982.674071910002,596.8275672333325,328.84167602000025,883.4369176555568,1057.164430866671,501.93013347619143,212.0083595633364,1525.1339014692323,373.0172295208328,173.07456632631593,1525.1339014692323,t_5_roi,1.3,1.4000000000000001,45.99999999999998,41.099999999999994,0.1,4.899999999999999,99.99999999999997,True,1.4,1.1,False,0.0
708,14,30,47,44,50,4,2,5,0,0,0,0,0.0,0,7343.569,5,34.42665486999795,722.4172237033334,390.65693340333115,113.0155492999993,1981.5792751900015,370.7754810533297,355.2013920633317,114.75551623332649,1444.8344474066669,558.0813334333302,113.0155492999993,1524.291750146155,231.73467565833107,186.94810108596405,1524.291750146155,t_5_roi,1.3,1.4000000000000001,47.39999999999998,42.39999999999999,0.1,4.999999999999998,99.99999999999997,True,1.4,1.4,True,1.4
16,13,25,5,15,14,77,67,4,0,0,3,3,1.0,0,11000.098,2,40.8374619266624,761.7120699833357,444.4463361999997,213.29232842000056,1626.6845281833346,391.3458546466664,564.5807211966712,136.12487308887466,1523.4241399666714,634.923337428571,213.29232842000056,1251.2957909102574,244.5911591541665,297.147747998248,1523.4241399666714,t_2_roi,0.5,0.6,47.99999999999998,42.89999999999999,0.1,5.099999999999998,99.99999999999997,True,0.6,0.6,True,0.6
1967,9,9,88,62,37,1,0,8,6,0,1,1,1.0,0,0.0,7,194.02099060999993,370.8624857866671,314.3131378200005,67.06696244666637,1980.2772188466724,372.21528136999865,337.64285850666874,646.7366353666664,741.7249715733342,449.0187683142865,67.06696244666637,1523.2901683435941,232.63455085624915,177.70676763508882,1523.2901683435941,t_5_roi,1.3,1.4000000000000001,49.39999999999998,44.19999999999999,0.1,5.1999999999999975,99.99999999999997,True,1.4,2.0,False,0.0
226,14,30,18,20,32,3,2,2,0,0,2,2,1.0,0,3822.776,4,93.86422333666452,740.1106136866673,431.5166455933313,69.58366754333292,1969.205518300003,438.66883293666524,368.7245915533312,312.88074445554844,1480.2212273733346,616.4523508476162,69.58366754333292,1514.7734756153868,274.1680205854158,194.06557450175328,1514.7734756153868,t_5_roi,1.3,1.4000000000000001,50.799999999999976,45.499999999999986,0.1,5.299999999999997,99.99999999999997,True,1.4,1.1,False,0.0
819,6,11,19,10,8,5,5,5,0,0,4,4,1.0,0,0.0,1,348.5440998966619,756.621589093334,479.0843352499992,253.44751243666767,1788.308186210003,456.78902362666435,578.372029743336,1161.8136663222065,1513.243178186668,684.4061932142846,253.44751243666767,1375.6216817000022,285.4931397666652,304.40633144386106,1513.243178186668,t_2_roi,0.5,0.6,51.39999999999998,45.999999999999986,0.1,5.399999999999997,99.99999999999997,True,0.6,0.4,False,0.0
1287,7,7,26,13,8,0,0,3,0,0,0,0,0.0,0,1920.0279999999998,6,394.9606172999984,469.9649404633337,412.03218938000015,245.20498530333447,1966.7624742000025,551.5827546266664,333.0465313433342,1316.5353909999947,939.9298809266674,588.6174134000003,245.20498530333447,1512.8942109230788,344.7392216416665,175.28764807543905,1512.8942109230788,t_5_roi,1.3,1.4000000000000001,52.799999999999976,47.29999999999998,0.1,5.4999999999999964,99.99999999999997,True,1.4,1.7,False,0.0
359,7,15,94,49,48,4,2,5,0,0,3,3,1.0,1,1808.4070000000002,2,244.21673751333216,724.5023496199992,427.13115129999915,93.35070627999994,1965.2633540466693,253.8887562599957,532.5620537766672,814.0557917111072,1449.0046992399984,610.1873589999988,93.35070627999994,1511.741041574361,158.6804726624973,280.2958177771933,1511.741041574361,t_5_roi,1.3,1.4000000000000001,54.199999999999974,48.59999999999998,0.1,5.599999999999996,99.99999999999997,True,1.4,0.6,False,0.0
1827,9,24,19,18,30,42,15,6,0,3,0,0,0.0,0,0.0,7,201.53969910000026,755.5845293033348,503.9115667600013,310.9535957400035,1875.1391453633364,483.44657697333463,451.9378477500027,671.7989970000009,1511.1690586066695,719.8736668000018,310.9535957400035,1442.4147272025664,302.1541106083341,237.86202513158037,1511.1690586066695,t_2_roi,0.5,0.6,54.799999999999976,49.09999999999998,0.1,5.699999999999996,99.99999999999997,True,0.6,2.0,False,0.0
523,14,25,8,10,10,0,0,4,0,0,1,1,1.0,0,0.0,6,125.05798160666792,503.6036472300008,311.3385754366659,141.98964842000078,1962.4997118300007,513.8899971366659,269.1127586300004,416.85993868889307,1007.2072944600015,444.7693934809513,141.98964842000078,1509.6151629461544,321.1812482104162,141.6382940157897,1509.6151629461544,t_5_roi,1.3,1.4000000000000001,56.199999999999974,50.39999999999998,0.1,5.799999999999995,99.99999999999997,True,1.4,1.7,False,0.0
387,9,25,1,4,40,5,2,3,0,0,1,1,1.0,0,11301.015,1,278.7884268533353,754.3564169033342,395.00535842000227,393.446274386668,1695.272161676669,638.2620413533347,253.6991770366676,929.2947561777844,1508.7128338066684,564.2933691714319,393.446274386668,1304.055508982053,398.91377584583415,133.5258826508777,1508.7128338066684,t_2_roi,0.5,0.6,56.799999999999976,50.89999999999998,0.1,5.899999999999995,99.99999999999997,True,0.6,0.4,False,0.0
