,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,values,cost,final_coin,treatment,if_same,tmp_label
11,12,26,0,0,0,3,0,31,0,0,27,27,1.0,0,3574.942,2,-644.742,-268.581,-398.074,-17.39,203.91,255.815,199.198,0.0,0.1,0.1,0.6,False,0.0
12,1,2,0,0,0,0,0,9,0,0,0,0,0.0,0,0.0,1,410.212,185.795,338.131,712.7710000000002,867.809,543.6,77.8078,410.212,0.4,0.4,0.4,True,0.4
13,14,30,35,71,90,151,15,2,0,0,3,4,1.333333333,0,3324.362,7,-921.652,785.96,-39.6319,214.705,1158.68,-542.844,1193.41,785.96,0.6,0.6,2.0,False,0.0
14,12,25,16,13,14,1,0,16,0,0,3,3,1.0,0,0.0,0,-83.8464,-61.0732,-26.7951,297.3590000000001,793.938,361.349,467.507,0.0,0.1,0.1,0.1,True,0.1
15,14,30,92,67,72,4,1,9,0,0,29,37,1.275862069,2,13853.487,1,-1956.77,-633.073,-1050.37,-1236.03,-747.565,-1222.58,87.0874,0.0,0.1,0.1,0.4,False,0.0
16,13,25,5,15,14,77,67,4,0,0,3,3,1.0,0,11000.098,2,-335.77,815.4639999999998,767.434,680.557,1231.31,486.837,1185.24,815.4639999999998,0.6,0.6,0.6,True,0.6
17,5,5,15,7,4,7,0,14,0,0,4,5,1.25,1,6164.1269999999995,3,355.961,58.1016,63.7852,577.408,715.334,274.833,237.69,355.961,0.4,0.4,0.8,False,0.0
18,14,30,28,41,40,12,4,4,2,0,6,11,1.8333333330000001,2,6183.93,3,-647.031,91.2925,-74.6461,-351.726,785.645,143.166,608.837,0.0,0.1,0.1,0.8,False,0.0
19,1,3,0,0,0,5,3,4,0,0,0,0,0.0,0,0.0,4,464.816,507.384,571.312,677.5889999999998,988.894,459.099,107.324,464.816,0.4,0.4,1.1,False,0.0
20,14,30,183,135,149,21,4,2,0,0,29,35,1.2068965520000001,3,3821.695,0,-2261.98,-476.052,-1068.58,-278.708,-1516.29,-1147.85,752.6060000000001,0.0,0.1,0.1,0.1,True,0.1
21,14,30,43,47,47,0,0,3,0,0,20,24,1.2,1,8176.169,3,-910.964,94.3363,-385.443,-550.774,437.1230000000001,-324.368,311.297,0.0,0.1,0.1,0.8,False,0.0
22,12,27,92,64,56,222,85,12,12,0,17,28,1.6470588240000001,1,6742.214,4,-1443.65,449.0630000000001,-519.939,1090.22,-52.9274,-1021.41,487.776,1090.22,1.1,1.1,1.1,True,1.1
23,9,12,37,23,18,10,8,8,0,0,2,2,1.0,1,150.10299999999998,1,335.426,496.109,444.621,258.23,1268.07,207.252,679.6260000000002,1268.07,1.4000000000000001,1.4,0.4,False,0.0
24,13,25,19,22,27,116,41,6,0,0,4,5,1.25,0,1871.1879999999999,5,-477.478,765.445,566.242,450.052,1033.46,134.829,1324.89,765.445,0.6,0.6,1.4,False,0.0
25,11,27,4,3,6,54,32,6,0,0,26,60,2.307692308,4,18.657,5,-712.926,170.142,-352.341,144.466,363.981,-112.05,321.272,0.0,0.1,0.1,1.4,False,0.0
26,2,2,0,0,0,13,0,15,0,0,0,0,0.0,0,0.0,7,360.85,208.243,242.521,752.944,1040.73,520.649,134.73,360.85,0.4,0.4,2.0,False,0.0
27,2,3,0,0,0,1,0,18,0,0,0,0,0.0,0,0.0,0,318.175,140.418,315.4120000000001,643.344,842.2439999999998,427.334,289.847,318.175,0.4,0.4,0.1,False,0.0
28,14,30,12,13,29,7,2,5,0,0,27,88,3.259259259,1,12251.541000000001,5,-1008.83,-379.36800000000005,-521.339,-259.98400000000004,-61.2339,-43.0902,-121.623,0.0,0.1,0.1,1.4,False,0.0
29,7,7,17,13,7,1,0,9,0,0,0,0,0.0,0,0.0,7,421.044,62.6759,566.835,663.128,981.433,502.619,456.056,421.044,0.4,0.4,2.0,False,0.0
30,14,30,35,37,47,802,477,3,664,3,0,0,0.0,0,0.0,3,-76.3686,464.008,48.8837,2962.67,1849.76,-166.34599999999998,1105.45,2962.67,1.1,1.1,0.8,False,0.0
31,14,30,12,12,16,11,0,12,0,0,30,127,4.233333333,8,3657.9440000000004,1,-1622.19,-2198.73,-1274.8,-387.709,-450.731,-219.721,-21.8594,0.0,0.1,0.1,0.4,False,0.0
32,14,30,44,41,49,2,0,6,0,0,26,36,1.384615385,1,3307.241,4,-1254.27,-129.951,-390.421,-773.31,107.651,-285.775,55.374,0.0,0.1,0.1,1.1,False,0.0
33,14,30,33,30,38,27,14,4,34,0,25,47,1.88,4,1184.6,4,-1141.15,-61.8499,-528.783,-203.199,96.0585,-574.415,478.173,0.0,0.1,0.1,1.1,False,0.0
34,14,30,52,50,86,4,1,7,0,0,29,83,2.8620689660000003,3,14278.252,7,-1398.8,-100.761,-564.254,-832.319,-72.3024,-591.803,581.434,0.0,0.1,0.1,2.0,False,0.0
35,14,30,203,221,254,223,177,7,81,94,26,47,1.807692308,6,8745.306,6,-1269.02,-549.696,-829.6030000000002,3027.28,-1183.96,-833.653,896.925,3027.28,1.1,1.1,1.7,False,0.0
36,10,26,12,13,35,4,1,6,0,0,20,50,2.5,8,0.0,6,-762.4830000000002,-1418.8,-1386.7,-607.56,42.8633,225.891,-9.45916,0.0,0.1,0.1,1.7,False,0.0
37,14,30,33,33,46,4,1,7,0,0,30,416,13.86666667,1,5262.012,3,-2379.31,-1744.59,-2586.75,-723.6610000000002,119.429,-430.359,-519.7909999999998,0.0,0.1,0.1,0.8,False,0.0
38,3,11,1,1,10,0,0,4,0,0,9,15,1.6666666669999999,3,3903.528,6,322.034,88.5929,-63.5091,492.566,730.711,124.618,185.393,322.034,0.4,0.4,1.7,False,0.0
39,14,30,91,81,73,20,9,4,0,0,15,49,3.266666667,1,7287.41,6,-1667.18,218.814,-764.548,-776.29,-115.786,-715.54,269.688,0.0,0.1,0.1,1.7,False,0.0
40,5,11,0,2,3,3,1,39,0,0,0,0,0.0,0,0.0,5,309.9120000000001,101.511,239.14,654.654,779.0939999999998,424.384,272.204,309.9120000000001,0.4,0.4,1.4,False,0.0
41,14,27,37,28,23,1,1,6,0,0,27,60,2.222222222,5,8243.612,3,-971.579,-370.179,-684.742,-723.175,-111.817,-4.5374,208.397,0.0,0.1,0.1,0.8,False,0.0
42,10,23,67,44,40,15,3,5,0,0,4,5,1.25,1,5267.906999999999,0,-591.585,222.253,-236.866,-156.368,573.211,-200.67,362.271,0.0,0.1,0.1,0.1,True,0.1
43,14,30,47,42,71,3,1,11,0,0,23,37,1.608695652,5,15596.488000000001,6,-1325.0,305.716,-502.861,-650.6759999999998,265.66900000000004,-565.651,573.401,0.0,0.1,0.1,1.7,False,0.0
44,14,29,16,14,16,21,2,12,0,0,14,14,1.0,1,6695.174,7,-692.403,-62.5718,-124.201,96.5503,657.58,224.924,415.895,0.0,0.1,0.1,2.0,False,0.0
45,13,26,6,9,7,13,4,3,0,0,24,71,2.958333333,2,5826.016,1,-629.25,-303.006,-582.5419999999998,113.051,502.597,-10.4202,137.247,0.0,0.1,0.1,0.4,False,0.0
46,14,24,38,34,28,0,0,3,0,0,7,11,1.571428571,0,40590.247,4,-297.433,-50.2132,-11.8358,-246.05,939.809,-201.426,571.5980000000002,0.0,0.1,0.1,1.1,False,0.0
47,14,30,42,50,59,61,34,11,6,0,30,292,9.733333333,4,17425.686,1,-1716.5,-1178.34,-2331.11,-231.959,-232.531,-988.369,-55.0381,0.0,0.1,0.1,0.4,False,0.0
48,14,18,150,138,104,22,6,7,0,0,13,34,2.615384615,2,38713.448,0,-1935.81,98.691,-567.83,-54.1561,-909.142,-764.278,1185.51,0.0,0.1,0.1,0.1,True,0.1
49,8,17,0,2,2,0,0,7,0,0,0,0,0.0,0,1559.651,2,376.273,186.893,394.328,626.082,923.77,601.005,364.139,376.273,0.4,0.4,0.6,False,0.0
50,10,26,41,64,87,10,0,6,43,0,9,12,1.333333333,2,0.0,4,-851.314,507.576,-197.524,421.637,1262.04,-650.656,958.483,1262.04,1.4000000000000001,1.4,1.1,False,0.0
51,12,21,77,94,97,113,28,5,0,0,11,18,1.636363636,1,15726.101999999999,5,-1143.85,735.81,-103.63,-283.564,289.72,-595.2719999999998,1209.92,735.81,0.6,0.6,1.4,False,0.0
52,1,2,0,0,0,0,0,4,0,0,2,2,1.0,1,0.0,7,516.005,165.05700000000004,268.926,618.99,967.341,358.8830000000001,65.1483,516.005,0.4,0.4,2.0,False,0.0
53,14,30,94,68,87,32,15,5,0,0,30,42,1.4,4,4066.264,6,-1572.99,-474.307,-967.443,-644.977,-250.654,-1253.4,779.288,0.0,0.1,0.1,1.7,False,0.0
54,5,13,0,0,1,0,0,5,0,0,2,4,2.0,1,0.0,4,472.855,-61.4077,-77.8149,484.692,750.408,289.522,-127.624,472.855,0.4,0.4,1.1,False,0.0
55,10,21,16,18,22,0,0,7,0,0,22,79,3.5909090910000003,7,12735.367,4,-438.38,-791.2180000000002,-995.129,-273.199,203.025,417.726,412.64,0.0,0.1,0.1,1.1,False,0.0
56,14,27,23,31,26,1,0,8,0,0,14,21,1.5,1,0.0,3,-816.4789999999998,-136.076,-291.251,-147.701,664.998,99.9238,403.67800000000005,0.0,0.1,0.1,0.8,False,0.0
57,14,30,96,85,96,105,25,4,0,0,11,17,1.545454545,1,9906.847,3,-1797.87,552.5930000000002,-460.195,-8.01401,100.527,-988.104,879.329,552.5930000000002,0.6,0.6,0.8,False,0.0
58,13,27,21,16,22,11,2,3,0,0,26,111,4.269230769,4,19043.168,4,-753.971,-464.481,-651.3340000000002,69.2766,210.649,459.8730000000001,115.347,0.0,0.1,0.1,1.1,False,0.0
59,13,29,27,39,105,125,1,16,1258,6,19,27,1.4210526319999999,6,607.234,7,-243.231,138.843,-244.995,1635.23,1183.53,-234.346,1486.13,1635.23,1.1,1.1,2.0,False,0.0
60,14,30,224,183,229,285,180,12,362,96,0,0,0.0,0,2.48,6,-937.553,32.1569,-562.1709999999998,3320.16,-122.494,-979.789,1318.87,3320.16,1.1,1.1,1.7,False,0.0
61,7,7,48,24,14,2,2,6,381,0,2,4,2.0,0,7379.33,4,46.9265,-191.484,91.0957,1136.64,2049.06,-104.72,302.821,2049.06,1.4000000000000001,1.4,1.1,False,0.0
62,12,12,0,3,2,1,1,16,0,0,8,17,2.125,4,0.0,3,45.7163,-94.2464,-348.173,217.353,628.8340000000002,229.919,339.36800000000005,0.0,0.1,0.1,0.8,False,0.0
63,10,17,80,51,52,2,0,5,0,0,4,5,1.25,0,6196.092,4,-661.493,90.1551,-448.594,-373.68300000000005,356.07199999999995,-638.8430000000002,325.052,0.0,0.1,0.1,1.1,False,0.0
64,14,29,89,72,119,1,1,19,0,0,5,7,1.4,2,94.51899999999999,4,-1574.61,58.2955,-702.03,-702.732,799.643,-1212.45,551.207,0.0,0.1,0.1,1.1,False,0.0
65,14,30,5,4,17,3,3,3,0,0,29,221,7.620689655,4,2849.688,3,-839.335,-1327.72,-1247.95,-161.401,213.962,-119.829,-320.903,0.0,0.1,0.1,0.8,False,0.0
66,14,30,29,21,22,0,0,5,0,0,24,85,3.541666667,1,2529.263,2,-758.2189999999998,-219.444,-594.774,-449.947,162.269,-63.0934,-87.6409,0.0,0.1,0.1,0.6,False,0.0
67,14,30,11,17,25,0,0,5,0,0,30,502,16.73333333,25,4996.407999999999,1,-2964.52,-3178.32,-3090.7,-597.5269999999998,-410.225,-800.5169999999998,-1340.71,0.0,0.1,0.1,0.4,False,0.0
68,1,4,0,0,4,1,1,5,0,0,1,1,1.0,0,0.0,5,459.257,143.075,326.002,707.1410000000002,953.594,448.914,156.16,459.257,0.4,0.4,1.4,False,0.0
69,13,29,30,21,41,0,0,10,0,0,17,24,1.411764706,2,6063.1990000000005,5,-679.648,125.43,-658.02,-542.515,572.6419999999998,59.7682,194.982,0.0,0.1,0.1,1.4,False,0.0
70,14,30,5,10,19,0,0,12,0,0,29,49,1.689655172,2,0.0,1,-999.305,-611.852,-726.49,-341.333,11.8992,-303.83,-172.032,0.0,0.1,0.1,0.4,False,0.0
71,2,2,0,0,0,0,0,10,0,0,0,0,0.0,0,0.0,4,409.094,213.5,330.771,691.682,883.77,556.427,54.3478,409.094,0.4,0.4,1.1,False,0.0
72,14,30,25,29,38,1,0,6,0,0,28,39,1.392857143,2,2697.5879999999997,5,-1067.37,-388.606,-504.607,-777.238,355.407,-171.57299999999995,276.988,0.0,0.1,0.1,1.4,False,0.0
73,3,10,37,18,15,1,1,5,0,0,1,2,2.0,1,18273.59,7,495.6230000000001,41.744,209.232,195.147,1090.05,168.067,195.351,495.6230000000001,0.4,0.4,2.0,False,0.0
74,13,24,90,63,49,12,8,6,0,0,19,42,2.210526316,11,15228.541000000001,5,-2250.45,-1326.25,-1095.1,-1120.43,-286.398,-743.868,-129.024,0.0,0.1,0.1,1.4,False,0.0
75,14,30,10,11,17,51,27,5,0,0,30,73,2.433333333,1,26121.336,1,-951.978,-342.75,-413.047,-349.652,-162.995,-417.769,274.721,0.0,0.1,0.1,0.4,False,0.0
76,14,27,96,99,85,27,20,17,0,0,2,2,1.0,1,11153.031,2,-1592.34,511.911,-629.069,63.1792,199.853,-1301.3,809.005,511.911,0.6,0.6,0.6,True,0.6
77,13,27,59,56,59,2,0,5,0,0,2,2,1.0,0,7285.44,3,-1005.76,418.417,-439.429,-479.626,692.4789999999998,-443.042,549.864,418.417,0.6,0.6,0.8,False,0.0
78,14,30,12,11,18,11,0,13,0,0,30,142,4.733333333,0,2003.734,2,-1359.37,-983.611,-878.472,86.2529,-15.7832,-44.0685,126.342,0.0,0.1,0.1,0.6,False,0.0
79,13,29,13,14,17,2,1,9,0,0,2,2,1.0,0,11543.403,6,-266.512,-128.216,31.5733,59.1853,792.925,400.062,228.43,0.0,0.1,0.1,1.7,False,0.0
80,14,30,38,33,49,4,3,7,84,0,18,55,3.0555555560000003,5,49490.751,7,-1258.25,-487.288,-653.457,-15.2307,898.935,-250.342,262.581,0.0,0.1,0.1,2.0,False,0.0
81,14,30,107,73,110,124,1,16,717,51,28,69,2.464285714,4,5186.258,2,-1069.6,-639.7819999999998,-735.7860000000002,1566.54,-81.0403,-1024.18,469.052,1566.54,1.1,1.1,0.6,False,0.0
82,6,12,110,55,41,295,275,3,0,0,8,15,1.875,1,9097.023000000001,6,-1023.75,502.822,-438.541,863.301,-11.8665,-883.778,503.528,502.822,0.6,0.6,1.7,False,0.0
83,14,30,47,68,89,379,240,6,0,0,6,8,1.333333333,1,22634.043999999998,1,-1141.18,814.862,122.825,1373.07,986.199,-772.117,1241.15,1373.07,1.1,1.1,0.4,False,0.0
84,14,30,95,94,108,0,0,11,0,0,3,3,1.0,1,10450.995,6,-1483.5,104.724,-797.9680000000002,-534.067,231.518,-1108.7,566.51,0.0,0.1,0.1,1.7,False,0.0
85,14,29,153,153,134,360,167,5,133,0,2,2,1.0,1,18422.974,0,-1766.74,-55.6825,-614.1419999999998,1887.03,-539.999,-1272.85,1155.47,1887.03,1.1,1.1,0.1,False,0.0
86,13,18,0,0,1,10,1,3,0,0,18,22,1.222222222,1,0.0,6,-152.73,183.621,-309.656,319.768,923.617,204.957,334.767,0.0,0.1,0.1,1.7,False,0.0
87,6,11,2,1,2,0,0,6,0,0,1,1,1.0,0,0.0,5,434.485,68.4676,311.622,696.768,862.554,484.699,228.538,434.485,0.4,0.4,1.4,False,0.0
88,14,30,19,20,52,2,1,5,0,0,30,210,7.0,19,11926.531,7,-2351.28,-2932.55,-1876.31,-765.819,-533.615,-40.6932,-1066.37,0.0,0.1,0.1,2.0,False,0.0
89,5,9,13,6,7,15,11,5,0,0,5,9,1.8,0,6342.119000000001,3,242.612,549.675,6.75807,697.922,946.449,191.234,436.66,549.675,0.6,0.6,0.8,False,0.0
90,14,30,3,4,4,1,1,6,0,0,30,38,1.266666667,6,605.544,5,-1159.34,-841.676,-428.932,-591.406,-63.3305,4.27229,219.80900000000003,0.0,0.1,0.1,1.4,False,0.0
91,3,4,0,0,0,0,0,14,0,0,0,0,0.0,0,0.0,5,302.777,223.547,328.5080000000001,665.211,853.207,531.4680000000002,190.219,302.777,0.4,0.4,1.4,False,0.0
92,7,19,2,4,6,4,1,7,0,0,0,0,0.0,0,1243.509,4,391.36,132.995,448.567,643.9,1023.17,604.7,371.941,391.36,0.4,0.4,1.1,False,0.0
93,14,30,43,37,47,262,214,6,0,0,23,25,1.086956522,0,6057.11,4,-978.56,727.952,-160.991,901.701,246.836,-874.567,1022.66,727.952,0.6,0.6,1.1,False,0.0
94,14,30,90,68,100,204,124,6,1314,0,30,96,3.2,13,3000.0570000000002,1,-2285.63,-2079.07,-1533.52,495.555,-443.059,-1245.06,286.348,0.0,0.1,0.1,0.4,False,0.0
95,14,30,48,47,67,16,7,6,0,0,0,0,0.0,0,17319.664,5,-873.095,680.808,133.077,-9.40587,1190.45,-347.31699999999995,891.68,680.808,0.6,0.6,1.4,False,0.0
96,13,26,18,13,16,2,0,5,0,0,7,9,1.285714286,2,0.0,6,-121.891,7.2796699999999985,21.8947,119.398,734.163,206.1,497.79,0.0,0.1,0.1,1.7,False,0.0
97,14,30,82,64,59,0,0,3,0,0,10,13,1.3,0,23612.76,3,-1545.36,-76.3127,-1098.27,-742.904,206.056,-942.609,-216.622,0.0,0.1,0.1,0.8,False,0.0
98,14,30,201,189,229,1097,1077,9,21,1,30,62,2.066666667,27,17962.988999999998,3,-2683.16,-1808.53,-1502.85,1794.2,-1943.85,-1285.0,250.217,1794.2,1.1,1.1,0.8,False,0.0
99,14,30,93,80,86,42,21,11,0,0,28,47,1.678571429,0,4169.209,0,-1821.97,-160.109,-1015.71,-465.756,-764.1189999999998,-1413.97,689.19,0.0,0.1,0.1,0.1,True,0.1
100,14,30,40,73,102,113,51,7,0,0,26,40,1.5384615380000002,0,23224.105,0,-1463.49,627.312,5.17534,-34.0745,157.278,-750.2289999999998,1070.25,627.312,0.6,0.6,0.1,False,0.0
101,12,23,4,6,7,14,1,4,29,0,3,3,1.0,1,0.0,7,-123.516,-180.392,-189.175,777.2739999999999,1374.98,400.342,116.585,1374.98,1.4000000000000001,1.4,2.0,False,0.0
102,14,30,14,17,33,3,1,12,0,0,24,48,2.0,1,5587.268,1,-1104.31,-322.176,-715.191,-296.569,18.4987,-259.353,-314.448,0.0,0.1,0.1,0.4,False,0.0
103,9,14,61,32,25,2454,1592,4,0,0,5,5,1.0,1,110.132,4,-576.595,667.433,242.624,888.2180000000002,871.184,-305.523,648.3290000000002,667.433,0.6,0.6,1.1,False,0.0
104,11,20,0,0,0,4,1,4,0,0,19,26,1.368421053,1,84.77799999999999,1,-46.5941,233.695,-180.132,304.638,845.4739999999998,226.764,262.389,0.0,0.1,0.1,0.4,False,0.0
105,14,30,45,39,40,66,45,4,0,2,30,73,2.433333333,1,7103.156999999999,7,-719.83,-178.067,-382.019,427.28,172.389,-538.817,307.478,0.0,0.1,0.1,2.0,False,0.0
106,14,30,52,40,46,101,22,23,529,0,29,59,2.034482759,0,4265.45,5,-1296.25,-502.28,-671.925,151.596,328.075,-962.768,588.727,0.0,0.1,0.1,1.4,False,0.0
107,14,30,33,32,27,175,125,9,1418,0,30,77,2.566666667,5,0.0,1,-944.196,-806.543,-688.6419999999998,1394.42,444.354,-785.159,860.051,1394.42,1.1,1.1,0.4,False,0.0
108,14,30,74,70,80,523,271,4,332,53,0,0,0.0,0,0.0,6,-100.199,408.9980000000001,-466.829,2779.47,1118.63,-440.977,1089.68,2779.47,1.1,1.1,1.7,False,0.0
109,14,29,9,9,16,16,10,5,0,0,7,7,1.0,0,240.685,3,-326.915,567.129,80.7068,191.683,932.865,281.268,756.4680000000002,567.129,0.6,0.6,0.8,False,0.0
110,14,29,35,28,44,14,11,13,14,0,17,20,1.176470588,0,267.157,6,-1049.3,328.957,-429.451,74.55,475.86300000000006,-146.941,844.341,0.0,0.1,0.1,1.7,False,0.0
111,0,0,0,0,0,0,0,6,0,0,1,1,1.0,1,0.0,6,462.858,155.498,246.229,712.2289999999998,959.162,392.086,41.0384,462.858,0.4,0.4,1.7,False,0.0
112,13,29,3,5,12,6,3,3,0,0,19,24,1.263157895,1,3545.435,7,-439.576,355.49,-264.743,6.55167,532.169,50.7249,133.364,0.0,0.1,0.1,2.0,False,0.0
113,13,29,23,24,25,279,230,22,0,0,1,1,1.0,0,2072.887,4,-726.908,506.441,409.756,1382.26,954.27,-137.651,1327.29,1382.26,1.1,1.1,1.1,True,1.1
114,14,30,46,47,61,1,0,6,0,0,16,21,1.3125,1,0.0,7,-1186.8,332.338,-321.996,-494.874,612.092,-317.937,657.01,0.0,0.1,0.1,2.0,False,0.0
115,13,29,59,55,115,1,1,14,0,0,25,61,2.44,0,27364.517000000003,2,-1282.99,375.426,-807.7919999999998,-671.938,-184.835,-783.137,893.558,0.0,0.1,0.1,0.6,False,0.0
116,14,30,3,2,6,9,2,3,0,0,29,44,1.5172413790000001,3,305.67900000000003,5,-977.249,-545.674,-415.479,-408.853,374.652,-298.593,135.519,0.0,0.1,0.1,1.4,False,0.0
117,3,12,0,0,1,7,3,11,9,0,12,19,1.5833333330000001,1,0.0,4,-80.2831,-4.91418,-244.057,553.595,871.7280000000002,180.904,213.057,0.0,0.1,0.1,1.1,False,0.0
118,14,30,90,87,125,66,34,11,15,3,7,8,1.142857143,0,12085.328000000001,0,-906.125,389.185,-368.735,1370.03,339.492,-882.966,887.346,1370.03,1.1,1.1,0.1,False,0.0
119,13,25,1,0,0,13,13,6,0,0,24,96,4.0,4,0.0,3,-749.497,-98.5913,-557.962,345.5019999999999,400.064,145.659,252.135,0.0,0.1,0.1,0.8,False,0.0
120,14,30,5,5,4,5,0,11,0,0,26,118,4.538461538,5,1636.23,5,-1047.89,-683.5419999999998,-820.467,149.201,-24.9501,-86.6187,-70.1981,0.0,0.1,0.1,1.4,False,0.0
121,14,30,107,101,138,27,1,23,0,0,26,30,1.153846154,0,7119.331,6,-2183.93,-764.7289999999998,-993.749,-170.47799999999995,-1058.93,-1214.01,307.472,0.0,0.1,0.1,1.7,False,0.0
122,13,25,32,22,21,82,26,13,35,0,3,3,1.0,3,0.0,1,-510.218,259.248,-41.2598,602.262,1229.84,52.5418,1092.65,1229.84,1.4000000000000001,1.4,0.4,False,0.0
123,4,15,0,13,11,84,63,7,13,0,9,12,1.333333333,0,17451.926,6,-181.737,809.687,257.433,955.241,1176.46,261.388,1341.68,809.687,0.6,0.6,1.7,False,0.0
124,1,1,0,0,0,9,1,3,18,0,0,0,0.0,0,0.0,7,408.705,97.7477,-85.6822,923.715,1084.62,294.959,2.34899,408.705,0.4,0.4,2.0,False,0.0
125,12,28,1,4,9,5,0,5,0,0,28,113,4.035714286,2,1850.33,7,-694.5939999999998,-630.993,-656.7330000000002,206.626,117.285,486.181,-69.5235,0.0,0.1,0.1,2.0,False,0.0
126,13,27,21,15,14,660,434,5,0,0,18,27,1.5,1,0.0,0,-614.744,899.704,557.323,1253.87,727.8580000000002,-201.329,956.601,899.704,0.6,0.6,0.1,False,0.0
127,1,1,1,0,0,0,0,11,0,0,2,20,10.0,1,2511.986,0,-23.0059,-146.214,-1039.37,1073.71,850.243,79.1212,-200.281,1073.71,1.1,1.1,0.1,False,0.0
128,14,30,20,23,36,0,0,7,0,0,30,46,1.533333333,1,9017.788,0,-1131.54,-759.791,-714.201,-687.836,159.215,-391.362,-16.4676,0.0,0.1,0.1,0.1,True,0.1
129,2,5,0,0,0,5,5,6,0,0,0,0,0.0,0,3.682,7,397.206,476.187,401.371,643.5169999999998,1002.03,439.612,293.455,397.206,0.4,0.4,2.0,False,0.0
130,10,26,8,7,13,5,1,10,0,0,8,9,1.125,1,0.0,7,-141.35299999999995,-3.89993,26.8016,361.356,843.664,424.264,381.82,0.0,0.1,0.1,2.0,False,0.0
131,6,8,33,17,10,15,7,12,1,0,1,4,4.0,0,0.0,5,189.289,-109.152,-221.404,688.8430000000002,1180.98,431.952,633.123,1180.98,1.4000000000000001,1.4,1.4,True,1.4
132,14,28,61,64,75,11,9,3,0,0,4,5,1.25,1,29317.711,2,-1121.73,618.195,-321.165,-362.142,658.0139999999999,-587.347,425.33,618.195,0.6,0.6,0.6,True,0.6
133,14,29,7,5,7,0,0,5,0,0,25,33,1.32,0,3128.808,0,-817.169,-57.4359,-419.2,-156.645,174.91299999999995,1.60187,-62.0472,0.0,0.1,0.1,0.1,True,0.1
134,14,30,36,27,30,13,2,6,3,0,30,43,1.4333333330000002,4,2513.839,6,-1285.36,-943.949,-319.089,-820.112,281.903,-317.264,261.847,0.0,0.1,0.1,1.7,False,0.0
135,11,27,7,4,14,17,11,4,0,0,24,46,1.9166666669999999,3,4212.173,1,-682.908,409.786,-388.206,120.187,471.89,46.7021,326.918,409.786,0.6,0.6,0.4,False,0.0
136,7,14,0,1,2,5,3,2,0,0,2,3,1.5,0,0.0,1,539.626,133.70600000000002,274.331,488.574,767.93,83.8843,91.1374,539.626,0.4,0.4,0.4,True,0.4
137,14,30,52,54,65,7,0,2,0,0,0,0,0.0,0,0.0,6,-805.831,441.609,-123.683,-348.051,1185.4,-432.332,588.286,1185.4,1.4000000000000001,1.4,1.7,False,0.0
138,2,11,0,0,2,14,4,29,0,0,1,1,1.0,0,5930.338000000001,5,224.324,298.393,218.466,801.2310000000001,918.432,395.082,320.684,801.2310000000001,1.1,1.1,1.4,False,0.0
