exp_group,predict_1,predict_2,predict_3
3,78.5435,54.0033,44.2491
3,66.2247,127.022,187.673
3,161.085,95.1297,72.1827
3,255.38299999999998,111.49700000000001,101.008
3,145.954,287.694,431.065
3,44.2044,73.4564,104.65700000000001
3,95.0911,184.761,276.13
3,490.63199999999995,975.8760000000001,1462.49
3,69.8913,119.179,169.75799999999998
3,59.7131,107.572,158.846
3,253.372,504.48199999999997,754.209
3,36.1626,35.6918,41.5612
3,63.6924,51.1981,82.5994
3,34.8086,44.0515,61.1926
3,43.768,75.9577,110.244
3,44.3742,58.7158,77.6625
3,44.4555,73.689,108.78200000000001
3,241.891,484.30300000000005,726.574
3,887.575,3062.35,1055.78
3,286.051,570.955,857.058
3,46.8759,83.4431,120.964
3,609.118,2855.78,-485.10699999999997
3,65.346,107.70700000000001,110.05
3,33.6951,35.5893,43.3025
3,77.0895,147.55100000000002,220.74099999999999
3,1317.81,2632.69,3949.51
3,32.5279,38.399,47.6491
3,58.6745,41.6936,42.8917
3,98.7282,192.398,288.20599999999996
3,85.0794,46.3591,47.968999999999994
3,212.114,425.17900000000003,639.082
3,41.5187,49.6062,57.0423
3,277.467,558.229,836.4019999999999
3,54.8735,78.8145,94.0477
3,48.6085,89.0141,133.14
3,641.656,1286.89,1926.13
3,61.2621,114.529,173.543
3,59.5339,38.1438,40.101
3,46.7635,39.016,43.5495
3,148.666,292.54400000000004,436.32099999999997
3,40.152,57.1143,81.2039
3,52.9018,99.8186,149.041
3,182.078,139.935,106.197
3,58.0296,106.709,157.306
3,213.58,425.094,635.34
3,68.2571,44.8157,44.4314
3,36.353,56.6189,80.2196
3,43.1926,36.7806,43.1618
3,447.13,892.31,1337.82
3,65.5106,124.351,181.843
3,39.6,66.0865,94.1365
3,251.68099999999998,250.239,305.256
3,44.1262,42.7885,47.6556
3,413.902,828.9960000000001,1241.65
3,338.49,672.064,1009.54
3,167.588,332.48800000000006,498.245
3,-125.897,-58.2556,-49.4832
3,58.2336,46.722,53.0367
3,40.9258,56.38399999999999,78.4794
3,213.074,422.88199999999995,633.203
3,42.3836,70.5442,100.833
3,532.531,675.607,870.194
3,323.108,179.595,126.4
3,88.2683,54.1616,41.1283
3,575.634,1146.52,1719.72
3,36.8781,62.9829,90.7377
3,42.77,70.10300000000001,99.9853
3,151.945,299.223,447.60900000000004
3,1088.47,2172.92,3260.66
3,178.795,102.361,73.4449
3,42.5198,50.6551,68.726
3,138.859,275.153,408.33099999999996
3,50.2548,87.4193,126.214
3,50.7063,90.9546,133.684
3,42.0916,38.582,44.2775
3,88.8831,172.31599999999997,258.302
3,38.967,56.2102,77.7768
3,46.9543,71.9606,95.3951
3,40.9847,56.4785,72.2097
3,134.02200000000002,265.841,400.56
3,141.005,276.653,416.57199999999995
3,78.5167,49.2781,47.4106
3,64.4158,123.22,181.205
3,71.7284,47.8233,47.4007
3,43.3552,75.6794,109.344
3,43.1067,66.1739,91.6646
3,53.5555,74.4901,94.9516
3,207.99400000000003,413.142,619.148
3,203.06599999999997,94.4798,64.4267
3,103.539,203.021,303.063
3,73.6307,142.621,212.697
3,226.843,451.913,677.865
3,39.8528,54.2275,68.1315
3,39.4698,42.0447,51.3916
3,1007.39,2021.46,3031.43
3,42.8516,69.407,96.5357
3,54.3386,101.666,147.745
3,379.194,169.989,137.836
3,1018.05,2033.46,3049.73
3,50.4598,89.3622,132.161
3,3582.27,7168.45,10753.2
3,1250.63,2501.58,3752.22
3,105.435,73.6973,60.7764
3,342.085,181.012,130.27100000000002
3,60.8553,114.116,170.947
3,226.683,409.68800000000005,687.587
3,79.4024,47.1091,39.1567
3,44.1934,65.9625,87.12299999999999
3,42.0104,68.9568,99.31200000000001
3,36.3629,39.2214,51.3848
3,121.43299999999999,239.115,355.63599999999997
3,356.98800000000006,713.557,1070.68
3,230.956,234.482,120.027
3,49.7158,73.6946,89.3441
3,155.623,307.553,461.286
3,70.6754,135.15,201.77200000000002
3,126.34899999999999,89.456,72.9298
3,37.6128,52.9743,75.3336
3,181.63400000000001,361.86800000000005,541.5419999999999
3,204.095,407.99,615.099
3,54.2857,96.2991,141.241
3,44.0166,76.7827,111.147
3,335.603,668.78,1002.72
3,140.151,279.832,418.148
3,65.9484,44.3956,42.6029
3,42.4581,69.8176,101.041
3,63.0485,120.42399999999999,178.764
3,200.355,118.705,83.3242
3,137.24,273.26,409.254
3,60.0642,109.971,163.752
3,-462.99300000000005,-177.37400000000002,-124.91
3,52.9837,83.5258,118.35
3,88.9571,172.32299999999998,259.95
3,423.09,845.552,1271.54
3,36.934,49.708999999999996,68.5128
3,173.227,110.89399999999999,79.1039
3,1872.36,3746.1,5618.15
3,36.2498,48.3734,65.6437
3,43.8919,49.6725,71.8846
3,48.2493,85.4178,124.89200000000001
3,56.7478,107.046,158.868
3,37.2243,52.5614,73.7458
3,213.98,110.41,82.8987
3,72.1496,122.59200000000001,173.912
3,132.556,262.253,392.566
3,1114.68,2227.98,3346.08
3,41.3728,66.5231,96.551
3,88.6121,172.995,258.171
3,54.4283,66.1002,88.7045
3,57.7377,104.48,138.556
3,111.036,217.173,322.91900000000004
3,35.4409,42.3384,59.3964
3,112.895,222.959,334.309
3,-841.4989999999999,-225.63299999999998,-122.155
3,108.395,60.1094,50.9155
3,34.5248,50.1748,69.6037
3,70.1969,134.452,199.78799999999998
3,37.1974,43.0542,54.8343
3,95.0003,186.545,278.76099999999997
3,64.2931,64.1801,83.1434
3,42.2496,69.2133,99.0178
3,36.8953,49.7444,67.3032
3,57.9865,106.571,156.406
3,43.0102,73.6869,106.727
3,233.40099999999998,136.61700000000002,83.7553
3,38.6626,40.7862,48.105
3,39.6825,61.2895,87.9754
3,421.12300000000005,843.377,1262.63
3,42.4363,36.702,38.4099
3,736.075,1472.73,2209.28
3,41.9729,67.969,99.6305
3,36.9126,53.3889,73.3762
3,414.42900000000003,827.865,1233.48
3,93.1676,181.739,270.427
3,-202.338,-81.6651,-57.2868
3,257.34,512.695,766.046
3,74.4162,140.44899999999998,211.048
3,213.831,426.23699999999997,635.497
3,40.2192,61.4738,89.3984
3,46.8364,84.8143,125.76799999999999
3,124.09100000000001,243.773,364.57300000000004
3,64.7193,121.542,179.153
3,150.465,297.52,439.29
3,93.7326,180.547,269.117
3,135.096,268.373,399.60900000000004
3,93.4319,62.8699,57.5594
3,40.4368,53.2013,68.1379
3,132.971,256.35200000000003,383.095
3,-2492.29,-332.50300000000004,-142.648
3,1027.82,2054.92,3081.86
3,198.852,396.025,593.501
3,84.0641,161.612,240.037
3,55.5919,41.5134,43.5977
3,167.173,142.549,120.625
3,81.7471,157.963,236.84799999999998
3,43.9814,72.2248,106.475
3,43.5924,74.3687,102.036
3,143.774,83.1756,65.0166
3,53.3892,91.6999,134.218
3,133.964,265.54900000000004,396.853
3,91.7652,176.252,262.818
3,-124.88600000000001,-60.4639,-52.6279
3,40.8174,48.8994,69.9894
3,178.252,353.17199999999997,529.355
3,875.552,1750.77,2621.81
3,35.0581,41.1989,55.6128
3,62.9446,120.16799999999999,179.63
3,37.9491,60.8821,88.0336
3,574.4,1143.94,1711.79
3,211.763,113.677,80.0855
3,41.6397,54.0093,75.7718
3,55.3661,100.37799999999999,150.773
3,161.944,100.318,76.2439
3,59.7581,110.735,165.226
3,594.629,1192.84,1789.84
3,59.806000000000004,108.88600000000001,162.17600000000002
3,53.9649,46.6695,49.5157
3,35.6346,37.8173,46.4377
3,129.123,69.3165,59.7876
3,49.4478,86.5866,127.04299999999999
3,70.7761,135.234,202.27599999999998
3,359.916,172.0,96.734
3,98.4848,61.6097,67.8828
3,201.521,118.262,83.9512
3,69.0902,48.3636,46.1
3,274.09,238.025,188.511
3,161.39700000000002,324.585,484.212
3,112.08200000000001,220.78799999999998,329.731
3,39.6147,45.7382,62.3252
3,38.798,56.2404,78.163
3,50.7541,84.6321,123.889
3,73.5582,143.295,211.71
3,38.5259,38.5934,43.648999999999994
3,88.7672,57.2792,47.8537
3,207.044,126.22200000000001,93.5856
3,42.6794,74.8148,109.53
3,631.048,1259.09,1885.73
3,42.7233,73.0726,105.95200000000001
3,233.17700000000002,463.582,695.6110000000001
3,38.6527,47.9116,62.573
3,161.866,321.934,481.024
3,86.8026,51.0466,50.1357
3,92.1407,180.98,269.955
3,36.8086,37.4712,42.5576
3,248.03099999999998,205.63,149.457
3,50.5877,90.83200000000001,133.33700000000002
3,40.2378,65.3285,95.5851
3,48.5046,47.2401,55.1225
3,596.664,1191.92,1795.04
3,233.52900000000002,157.069,121.97200000000001
3,42.6122,74.25399999999999,111.014
3,36.152,45.662,64.1124
3,33.4191,39.3228,51.4985
3,54.4169,95.6729,140.186
3,50.953,74.2644,104.96600000000001
3,133.165,264.607,396.274
3,252.826,501.45,751.7710000000001
3,44.5535,75.6291,109.963
3,40.0045,36.9717,46.7497
3,453.44,908.454,1363.06
3,211.331,421.866,634.869
3,35.5907,50.9266,71.1382
3,170.895,337.077,502.027
3,174.93,347.43,521.995
3,38.8761,60.653,85.758
3,210.17,419.941,630.8009999999999
3,63236.4,-1465.02,-275.981
3,198.40400000000002,119.141,94.4099
3,107.821,212.90900000000002,315.865
3,222.86,442.541,661.5239999999999
3,3526.38,7059.0,10589.1
3,43.8445,73.743,104.87299999999999
3,161.2,125.469,87.0239
3,158.635,312.744,471.865
3,35.3167,44.5751,60.8245
3,309.317,186.273,204.38400000000001
3,2744.44,5496.22,8245.18
3,144.748,285.57599999999996,428.103
3,56.8209,103.95299999999999,152.504
3,559.437,1113.69,1671.8
3,39.9928,56.8796,76.0168
3,36.111,40.9429,50.56100000000001
3,61.5939,115.363,172.63400000000001
3,48.277,64.5584,82.4208
3,60.9137,52.1764,64.7536
3,43.6544,61.4419,67.4457
3,52.0081,90.4167,131.725
3,127.762,253.16099999999997,379.536
3,41.6635,62.7218,86.2569
3,58.5789,108.99,158.67700000000002
3,98.9171,51.3163,44.9816
3,43.2035,75.0263,108.038
3,45.9383,83.7018,123.889
3,103.615,203.793,304.819
3,57.1449,105.21,154.639
3,184.03400000000002,78.1907,62.34
3,38.102,33.1276,37.0823
3,83.3076,159.70600000000002,236.61
3,38.1708,58.6653,87.0038
3,51.7437,96.8024,142.957
3,69.8107,45.4476,43.177
3,78.4158,147.994,218.166
3,38.1855,59.4633,86.1231
3,641.063,1284.87,1921.99
3,1296.38,2591.08,3881.87
3,230.774,140.39700000000002,98.8505
3,51.0295,39.2503,39.3957
3,59.0575,110.17,161.796
3,77.1953,148.892,222.498
3,94.4451,184.977,276.786
3,99.7903,190.262,283.95
3,40.8248,67.6469,99.6344
3,141.213,92.291,72.9456
3,36.4304,53.7129,75.9708
3,107.729,210.718,315.85200000000003
3,46.5447,38.7794,42.6439
3,129.286,255.201,383.283
3,251.68,149.67700000000002,115.52799999999999
3,129.099,86.1347,61.8164
3,83.5807,164.503,247.554
3,45.4815,68.4719,93.9828
3,44.3887,44.5846,55.2614
3,78.7281,54.781000000000006,51.6039
3,51.8863,89.2789,130.893
3,45.4031,51.6405,63.1372
3,47.6838,82.2134,116.2
3,188.49400000000003,373.871,561.175
3,77.0352,49.0871,43.5012
3,56.3025,55.7651,74.003
3,33.9496,41.2568,53.4477
3,38.6818,38.514,48.2324
3,40.4441,47.7461,56.8214
3,209.72,416.134,623.0369999999999
3,46.7849,39.9489,43.3591
3,37.2658,52.1885,73.2881
3,73.5555,141.222,210.967
3,436.149,547.903,372.352
3,70.1064,134.662,201.687
3,279.573,192.412,129.441
3,53.7579,94.0592,138.379
3,35.7499,37.6185,43.4086
3,751.528,1503.9,2261.03
3,59.0989,107.89,160.46
3,44.6967,70.3688,105.545
3,43.5061,36.6952,45.0089
3,61.5967,116.62700000000001,173.933
3,41.3141,65.5726,93.0598
3,88.96600000000001,174.546,260.991
3,183.30900000000003,362.45300000000003,543.268
3,102.709,71.4712,70.0868
3,59.7916,41.8828,44.7133
3,206.886,102.73200000000001,80.2931
3,38.4939,54.0614,75.3172
3,200.89,399.25,599.055
3,38.8369,44.8391,56.5018
3,102.494,200.87099999999998,301.598
3,50.8851,44.2406,49.4211
3,165.063,325.841,489.496
3,43.2247,70.3975,101.02799999999999
3,150.279,295.966,445.045
3,186.19,146.545,141.756
3,71.4453,122.249,173.701
3,49.457,40.6032,49.3561
3,261.66900000000004,520.72,779.1569999999999
3,52.845,99.3441,146.678
3,167.426,129.45600000000002,103.99700000000001
3,98.6158,192.685,287.263
3,32.1299,39.4916,52.2072
3,42.1083,50.763999999999996,59.1575
3,56.023999999999994,47.2584,53.1886
3,165.358,332.49800000000005,498.48
3,115.714,79.6917,55.3813
3,67.4378,129.545,192.608
3,70.1921,44.2622,41.4547
3,49.4335,90.4969,133.273
3,58.2668,48.9173,50.4053
3,165.364,325.211,487.041
3,100.53200000000001,198.082,295.72700000000003
3,42.1714,42.8119,49.1262
3,35.1241,39.4355,53.1707
3,148.594,289.11,426.591
3,38.4755,58.4898,83.7529
3,129.8,85.5203,62.6499
3,177.041,107.225,69.9982
3,199.317,397.439,596.533
3,1342.1,2689.75,4033.25
3,68.9632,133.244,198.06
3,204.347,404.06800000000004,605.604
3,51.7176,49.1189,53.3559
3,41.1786,37.9771,43.2582
3,54.2454,98.9555,145.739
3,120.979,239.95,355.50800000000004
3,38.0439,40.3249,46.4356
3,242.394,164.106,154.928
3,612.107,1224.12,1843.4
3,119.066,66.1734,54.6675
3,59.6298,110.03200000000001,162.49
3,87.0663,167.73,252.187
3,1093.58,2193.84,3288.0
3,270.749,540.124,807.056
3,50.6914,45.2374,53.1175
3,136.517,78.3024,65.5556
3,42.2597,67.1572,95.9221
3,675.9689999999999,1352.08,2024.12
3,109.251,216.206,318.927
3,37.5519,45.7885,59.0185
3,58.8092,110.29299999999999,163.03799999999998
3,201.00099999999998,230.00900000000001,151.74
3,2329.55,-510.60400000000004,-945.7439999999999
3,223.528,113.624,88.1941
3,9119.42,-309.455,-265.871
3,178.018,352.849,528.885
3,43.3365,75.3353,107.28200000000001
3,39.1257,56.23,77.6042
3,36.7101,41.6899,54.7854
3,81.023,157.58100000000002,233.829
3,62.4392,39.9852,41.7364
3,43.7445,66.2999,99.6097
3,101.101,55.6966,43.4726
3,32.5776,35.9604,42.1446
3,604.16,844.132,592.269
3,1820.78,3639.71,5457.44
3,34.8581,56.3981,81.0476
3,45.7829,78.194,111.868
3,218.635,137.717,111.68299999999999
3,40.5567,63.4321,92.8316
3,1331.95,535.7090000000001,195.852
3,146.702,88.8254,63.8719
3,146.97799999999998,287.777,434.10400000000004
3,35.7498,41.9659,54.7893
3,45.8666,81.3319,121.583
3,39.1905,37.6025,42.2941
3,41.6583,61.711000000000006,83.9696
3,71.3677,45.4437,42.198
3,46.1711,73.7963,107.001
3,39.2014,50.7286,65.681
3,34.7395,42.1428,53.7279
3,88.572,175.433,259.598
3,129.86,68.8185,55.0061
3,329.667,286.259,151.27100000000002
3,32.8446,38.1171,47.1036
3,60.0581,111.391,166.597
3,258.345,150.412,114.115
3,45.4646,81.1203,117.789
3,46.0548,78.2212,115.705
3,290.692,579.508,871.52
3,60.4159,113.42299999999999,167.68400000000003
3,35.374,55.8367,78.4741
3,57.9744,110.24,160.735
3,3582.27,7168.45,10753.2
3,387.61699999999996,164.93099999999998,123.624
