,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,label,exp_group,pred1,pred2,pred3,pred4,pred5,pred6,pred7,values,cost,final_coin,treatment,if_same,tmp_label
40,5,11,0,2,3,3,1,39,0,0,0,0,0.0,0,0.0,5,1788.1189350000002,838.9489081,1448.706815,-421.9358313999999,1759.319369,-70.52760062,-893.9239651,1788.1189350000002,0.4,0.4,1.4,False,0.0
41,14,27,37,28,23,1,1,6,0,0,27,60,2.222222222,5,8243.612,3,124.88985259999998,2641.8210010000003,323.3044797,-227.09239680000005,176.7262311,-546.1908036,-207.53226730000003,2641.8210010000003,0.6,0.6,0.8,False,0.0
42,10,23,67,44,40,15,3,5,0,0,4,5,1.25,1,5267.906999999999,0,124.88985259999998,-1082.741078,323.3044797,932.4725868999999,599.4670046,977.759175,-207.53226730000003,0.0,0.1,0.1,0.1,True,0.1
43,14,30,47,42,71,3,1,11,0,0,23,37,1.608695652,5,15596.488000000001,6,349.2260435,-356.6506163,-74.49924642,2080.846259,1322.492043,-70.52760062,1124.440126,2080.846259,1.1,1.1,1.7,False,0.0
44,14,29,16,14,16,21,2,12,0,0,14,14,1.0,1,6695.174,7,124.88985259999998,717.5380186000001,-271.13865699999997,932.4725868999999,-375.3436775,299.7999742,517.2332925,0.0,0.1,0.1,2.0,False,0.0
45,13,26,6,9,7,13,4,3,0,0,24,71,2.958333333,2,5826.016,1,124.88985259999998,3101.621018,323.3044797,-227.09239680000005,-492.6130005,-546.1908036,517.2332925,3101.621018,0.6,0.6,0.4,False,0.0
46,14,24,38,34,28,0,0,3,0,0,7,11,1.571428571,0,40590.247,4,1205.225628,380.6326524,1390.669249,6214.014061999999,7732.261087000001,761.5297224999999,1959.988243,7732.261087000001,1.4000000000000001,1.4,1.1,False,0.0
47,14,30,42,50,59,61,34,11,6,0,30,292,9.733333333,4,17425.686,1,124.88985259999998,-356.6506163,-74.49924642,2080.846259,1322.492043,-70.52760062,1650.958762,2080.846259,1.1,1.1,0.4,False,0.0
48,14,18,150,138,104,22,6,7,0,0,13,34,2.615384615,2,38713.448,0,124.88985259999998,127.54149240000001,-74.49924642,2080.846259,1322.492043,977.759175,1650.958762,2080.846259,1.1,1.1,0.1,False,0.0
49,8,17,0,2,2,0,0,7,0,0,0,0,0.0,0,1559.651,2,124.88985259999998,436.82227439999997,323.3044797,932.4725868999999,599.4670046,1074.45138,2365.330941,0.0,0.1,0.1,0.6,False,0.0
50,10,26,41,64,87,10,0,6,43,0,9,12,1.333333333,2,0.0,4,124.88985259999998,127.54149240000001,323.3044797,-6.050387741000001,176.7262311,299.7999742,517.2332925,0.0,0.1,0.1,1.1,False,0.0
51,12,21,77,94,97,113,28,5,0,0,11,18,1.636363636,1,15726.101999999999,5,124.88985259999998,-356.6506163,323.3044797,932.4725868999999,176.7262311,977.759175,517.2332925,0.0,0.1,0.1,1.4,False,0.0
52,1,2,0,0,0,0,0,4,0,0,2,2,1.0,1,0.0,7,124.88985259999998,-356.6506163,323.3044797,932.4725868999999,599.4670046,1074.45138,-525.9189828,0.0,0.1,0.1,2.0,False,0.0
53,14,30,94,68,87,32,15,5,0,0,30,42,1.4,4,4066.264,6,124.88985259999998,-1082.741078,-74.49924642,-421.9358313999999,-383.62881489999995,977.759175,604.8433211,0.0,0.1,0.1,1.7,False,0.0
54,5,13,0,0,1,0,0,5,0,0,2,4,2.0,1,0.0,4,124.88985259999998,127.54149240000001,323.3044797,-6.050387741000001,176.7262311,299.7999742,517.2332925,0.0,0.1,0.1,1.1,False,0.0
55,10,21,16,18,22,0,0,7,0,0,22,79,3.5909090910000003,7,12735.367,4,124.88985259999998,729.3458261,-74.49924642,-421.9358313999999,-383.62881489999995,-70.52760062,-893.9239651,0.0,0.1,0.1,1.1,False,0.0
56,14,27,23,31,26,1,0,8,0,0,14,21,1.5,1,0.0,3,-874.6775238,-588.1997137999999,323.3044797,-1076.277429,599.4670046,761.5297224999999,240.3578818,0.0,0.1,0.1,0.8,False,0.0
57,14,30,96,85,96,105,25,4,0,0,11,17,1.545454545,1,9906.847,3,124.88985259999998,190.4266132,323.3044797,932.4725868999999,176.7262311,299.7999742,-207.53226730000003,0.0,0.1,0.1,0.8,False,0.0
58,13,27,21,16,22,11,2,3,0,0,26,111,4.269230769,4,19043.168,4,124.88985259999998,436.82227439999997,323.3044797,-1663.265944,599.4670046,761.5297224999999,2365.330941,0.0,0.1,0.1,1.1,False,0.0
59,13,29,27,39,105,125,1,16,1258,6,19,27,1.4210526319999999,6,607.234,7,124.88985259999998,-356.6506163,323.3044797,932.4725868999999,599.4670046,1074.45138,2365.330941,0.0,0.1,0.1,2.0,False,0.0
60,14,30,224,183,229,285,180,12,362,96,0,0,0.0,0,2.48,6,124.88985259999998,190.4266132,323.3044797,-227.09239680000005,599.4670046,-546.1908036,-207.53226730000003,0.0,0.1,0.1,1.7,False,0.0
61,7,7,48,24,14,2,2,6,381,0,2,4,2.0,0,7379.33,4,524.4545172,170.0850332,1422.4352199999998,932.4725868999999,599.4670046,-546.1908036,1439.555863,0.0,0.1,0.1,1.1,False,0.0
62,12,12,0,3,2,1,1,16,0,0,8,17,2.125,4,0.0,3,124.88985259999998,-356.6506163,-74.49924642,-421.9358313999999,-383.62881489999995,-70.52760062,-893.9239651,0.0,0.1,0.1,0.8,False,0.0
63,10,17,80,51,52,2,0,5,0,0,4,5,1.25,0,6196.092,4,124.88985259999998,729.3458261,-74.49924642,-421.9358313999999,-383.62881489999995,-1483.580191,-893.9239651,0.0,0.1,0.1,1.1,False,0.0
64,14,29,89,72,119,1,1,19,0,0,5,7,1.4,2,94.51899999999999,4,124.88985259999998,190.4266132,323.3044797,-6.050387741000001,176.7262311,-546.1908036,517.2332925,0.0,0.1,0.1,1.1,False,0.0
65,14,30,5,4,17,3,3,3,0,0,29,221,7.620689655,4,2849.688,3,124.88985259999998,729.3458261,-74.49924642,-421.9358313999999,-383.62881489999995,-70.52760062,-893.9239651,0.0,0.1,0.1,0.8,False,0.0
66,14,30,29,21,22,0,0,5,0,0,24,85,3.541666667,1,2529.263,2,124.88985259999998,436.82227439999997,323.3044797,-227.09239680000005,176.7262311,1074.45138,877.2049143999999,0.0,0.1,0.1,0.6,False,0.0
67,14,30,11,17,25,0,0,5,0,0,30,502,16.73333333,25,4996.407999999999,1,524.4545172,-588.1997137999999,323.3044797,-227.09239680000005,599.4670046,977.759175,-207.53226730000003,0.0,0.1,0.1,0.4,False,0.0
68,1,4,0,0,4,1,1,5,0,0,1,1,1.0,0,0.0,5,124.88985259999998,1644.313426,323.3044797,-227.09239680000005,599.4670046,761.5297224999999,240.3578818,1644.313426,0.6,0.6,1.4,False,0.0
69,13,29,30,21,41,0,0,10,0,0,17,24,1.411764706,2,6063.1990000000005,5,124.88985259999998,-3321.072145,323.3044797,-227.09239680000005,599.4670046,-546.1908036,517.2332925,0.0,0.1,0.1,1.4,False,0.0
70,14,30,5,10,19,0,0,12,0,0,29,49,1.689655172,2,0.0,1,124.88985259999998,717.5380186000001,323.3044797,-227.09239680000005,176.7262311,-546.1908036,517.2332925,0.0,0.1,0.1,0.4,False,0.0
71,2,2,0,0,0,0,0,10,0,0,0,0,0.0,0,0.0,4,124.88985259999998,-356.6506163,-271.13865699999997,-6.050387741000001,176.7262311,1074.45138,877.2049143999999,0.0,0.1,0.1,1.1,False,0.0
72,14,30,25,29,38,1,0,6,0,0,28,39,1.392857143,2,2697.5879999999997,5,124.88985259999998,190.4266132,323.3044797,932.4725868999999,599.4670046,-546.1908036,517.2332925,0.0,0.1,0.1,1.4,False,0.0
73,3,10,37,18,15,1,1,5,0,0,1,2,2.0,1,18273.59,7,124.88985259999998,190.4266132,323.3044797,-6.050387741000001,176.7262311,-1483.580191,-207.53226730000003,0.0,0.1,0.1,2.0,False,0.0
74,13,24,90,63,49,12,8,6,0,0,19,42,2.210526316,11,15228.541000000001,5,124.88985259999998,127.54149240000001,-74.49924642,-421.9358313999999,-383.62881489999995,977.759175,604.8433211,0.0,0.1,0.1,1.4,False,0.0
75,14,30,10,11,17,51,27,5,0,0,30,73,2.433333333,1,26121.336,1,-1511.451187,-356.6506163,-74.49924642,1167.1043949999998,-383.62881489999995,-70.52760062,1959.988243,0.0,0.1,0.1,0.4,False,0.0
76,14,27,96,99,85,27,20,17,0,0,2,2,1.0,1,11153.031,2,124.88985259999998,436.82227439999997,323.3044797,-227.09239680000005,599.4670046,-546.1908036,517.2332925,0.0,0.1,0.1,0.6,False,0.0
77,13,27,59,56,59,2,0,5,0,0,2,2,1.0,0,7285.44,3,124.88985259999998,-356.6506163,323.3044797,932.4725868999999,-375.3436775,1074.45138,-525.9189828,0.0,0.1,0.1,0.8,False,0.0
78,14,30,12,11,18,11,0,13,0,0,30,142,4.733333333,0,2003.734,2,524.4545172,-588.1997137999999,323.3044797,530.7908473,599.4670046,761.5297224999999,240.3578818,0.0,0.1,0.1,0.6,False,0.0
79,13,29,13,14,17,2,1,9,0,0,2,2,1.0,0,11543.403,6,124.88985259999998,190.4266132,323.3044797,932.4725868999999,599.4670046,299.7999742,517.2332925,0.0,0.1,0.1,1.7,False,0.0
80,14,30,38,33,49,4,3,7,84,0,18,55,3.0555555560000003,5,49490.751,7,124.88985259999998,-356.6506163,323.3044797,-227.09239680000005,599.4670046,2043.4129149999999,2365.330941,0.0,0.1,0.1,2.0,False,0.0
81,14,30,107,73,110,124,1,16,717,51,28,69,2.464285714,4,5186.258,2,124.88985259999998,-356.6506163,-74.49924642,-421.9358313999999,-383.62881489999995,977.759175,604.8433211,0.0,0.1,0.1,0.6,False,0.0
82,6,12,110,55,41,295,275,3,0,0,8,15,1.875,1,9097.023000000001,6,124.88985259999998,-249.3268403,-257.29282850000004,-6.050387741000001,176.7262311,299.7999742,-204.32929860000002,0.0,0.1,0.1,1.7,False,0.0
83,14,30,47,68,89,379,240,6,0,0,6,8,1.333333333,1,22634.043999999998,1,524.4545172,-588.1997137999999,1331.348452,-4891.7717170000005,-492.6130005,-546.1908036,-2438.9822670000003,0.0,0.1,0.1,0.4,False,0.0
84,14,30,95,94,108,0,0,11,0,0,3,3,1.0,1,10450.995,6,124.88985259999998,-1082.741078,323.3044797,932.4725868999999,599.4670046,977.759175,-207.53226730000003,0.0,0.1,0.1,1.7,False,0.0
85,14,29,153,153,134,360,167,5,133,0,2,2,1.0,1,18422.974,0,124.88985259999998,436.82227439999997,1448.706815,2080.846259,1322.492043,2043.4129149999999,1650.958762,2080.846259,1.1,1.1,0.1,False,0.0
86,13,18,0,0,1,10,1,3,0,0,18,22,1.222222222,1,0.0,6,124.88985259999998,127.54149240000001,323.3044797,-6.050387741000001,176.7262311,1074.45138,877.2049143999999,0.0,0.1,0.1,1.7,False,0.0
87,6,11,2,1,2,0,0,6,0,0,1,1,1.0,0,0.0,5,124.88985259999998,-356.6506163,323.3044797,-227.09239680000005,599.4670046,4207.388996,240.3578818,4207.388996,1.7000000000000002,1.7,1.4,False,0.0
88,14,30,19,20,52,2,1,5,0,0,30,210,7.0,19,11926.531,7,-874.6775238,-356.6506163,323.3044797,932.4725868999999,599.4670046,761.5297224999999,240.3578818,0.0,0.1,0.1,2.0,False,0.0
89,5,9,13,6,7,15,11,5,0,0,5,9,1.8,0,6342.119000000001,3,124.88985259999998,-295.3529355,-257.29282850000004,932.4725868999999,176.7262311,-546.1908036,-204.32929860000002,0.0,0.1,0.1,0.8,False,0.0
90,14,30,3,4,4,1,1,6,0,0,30,38,1.266666667,6,605.544,5,1205.225628,380.6326524,1390.669249,1167.1043949999998,-383.62881489999995,761.5297224999999,13.85384394,1205.225628,0.4,0.4,1.4,False,0.0
91,3,4,0,0,0,0,0,14,0,0,0,0,0.0,0,0.0,5,124.88985259999998,436.82227439999997,323.3044797,-6.050387741000001,176.7262311,1074.45138,877.2049143999999,0.0,0.1,0.1,1.4,False,0.0
92,7,19,2,4,6,4,1,7,0,0,0,0,0.0,0,1243.509,4,124.88985259999998,190.4266132,323.3044797,-227.09239680000005,176.7262311,1074.45138,877.2049143999999,0.0,0.1,0.1,1.1,False,0.0
93,14,30,43,37,47,262,214,6,0,0,23,25,1.086956522,0,6057.11,4,124.88985259999998,-295.3529355,323.3044797,932.4725868999999,599.4670046,-70.52760062,240.3578818,0.0,0.1,0.1,1.1,False,0.0
94,14,30,90,68,100,204,124,6,1314,0,30,96,3.2,13,3000.0570000000002,1,124.88985259999998,436.82227439999997,323.3044797,-6.050387741000001,176.7262311,-70.52760062,240.3578818,0.0,0.1,0.1,0.4,False,0.0
95,14,30,48,47,67,16,7,6,0,0,0,0,0.0,0,17319.664,5,124.88985259999998,127.54149240000001,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762,0.0,0.1,0.1,1.4,False,0.0
96,13,26,18,13,16,2,0,5,0,0,7,9,1.285714286,2,0.0,6,124.88985259999998,190.4266132,323.3044797,-6.050387741000001,176.7262311,299.7999742,517.2332925,0.0,0.1,0.1,1.7,False,0.0
97,14,30,82,64,59,0,0,3,0,0,10,13,1.3,0,23612.76,3,124.88985259999998,127.54149240000001,742.2291416,406.6208889,1322.492043,299.7999742,1650.958762,0.0,0.1,0.1,0.8,False,0.0
98,14,30,201,189,229,1097,1077,9,21,1,30,62,2.066666667,27,17962.988999999998,3,124.88985259999998,1644.313426,323.3044797,-227.09239680000005,599.4670046,761.5297224999999,240.3578818,1644.313426,0.6,0.6,0.8,False,0.0
99,14,30,93,80,86,42,21,11,0,0,28,47,1.678571429,0,4169.209,0,124.88985259999998,436.82227439999997,-74.49924642,406.6208889,1322.492043,-70.52760062,6285.66289,6285.66289,2.0,2.0,0.1,False,0.0
100,14,30,40,73,102,113,51,7,0,0,26,40,1.5384615380000002,0,23224.105,0,124.88985259999998,436.82227439999997,742.2291416,406.6208889,1322.492043,1074.45138,3448.6464770000002,0.0,0.1,0.1,0.1,True,0.1
101,12,23,4,6,7,14,1,4,29,0,3,3,1.0,1,0.0,7,124.88985259999998,-356.6506163,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762,0.0,0.1,0.1,2.0,False,0.0
102,14,30,14,17,33,3,1,12,0,0,24,48,2.0,1,5587.268,1,124.88985259999998,-1082.741078,1448.706815,-421.9358313999999,1759.319369,-70.52760062,604.8433211,0.0,0.1,0.1,0.4,False,0.0
103,9,14,61,32,25,2454,1592,4,0,0,5,5,1.0,1,110.132,4,124.88985259999998,-295.3529355,323.3044797,932.4725868999999,599.4670046,299.7999742,517.2332925,0.0,0.1,0.1,1.1,False,0.0
104,11,20,0,0,0,4,1,4,0,0,19,26,1.368421053,1,84.77799999999999,1,124.88985259999998,170.0850332,323.3044797,932.4725868999999,599.4670046,3520.290046,2365.330941,3520.290046,1.7000000000000002,1.7,0.4,False,0.0
105,14,30,45,39,40,66,45,4,0,2,30,73,2.433333333,1,7103.156999999999,7,124.88985259999998,190.4266132,-271.13865699999997,932.4725868999999,599.4670046,977.759175,517.2332925,0.0,0.1,0.1,2.0,False,0.0
106,14,30,52,40,46,101,22,23,529,0,29,59,2.034482759,0,4265.45,5,124.88985259999998,-356.6506163,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762,2476.936536,0.7999999999999999,0.8,1.4,False,0.0
107,14,30,33,32,27,175,125,9,1418,0,30,77,2.566666667,5,0.0,1,124.88985259999998,1104.935033,2476.936536,2080.846259,1322.492043,1074.45138,1650.958762,2476.936536,0.7999999999999999,0.8,0.4,False,0.0
108,14,30,74,70,80,523,271,4,332,53,0,0,0.0,0,0.0,6,124.88985259999998,190.4266132,323.3044797,-6.050387741000001,176.7262311,-1483.580191,-207.53226730000003,0.0,0.1,0.1,1.7,False,0.0
109,14,29,9,9,16,16,10,5,0,0,7,7,1.0,0,240.685,3,124.88985259999998,1747.844471,4422.695293,406.6208889,4563.048435,1074.45138,3448.6464770000002,4422.695293,0.7999999999999999,0.8,0.8,True,0.8
110,14,29,35,28,44,14,11,13,14,0,17,20,1.176470588,0,267.157,6,124.88985259999998,190.4266132,323.3044797,-227.09239680000005,-375.3436775,-546.1908036,517.2332925,0.0,0.1,0.1,1.7,False,0.0
111,0,0,0,0,0,0,0,6,0,0,1,1,1.0,1,0.0,6,124.88985259999998,127.54149240000001,323.3044797,-6.050387741000001,176.7262311,1074.45138,877.2049143999999,0.0,0.1,0.1,1.7,False,0.0
112,13,29,3,5,12,6,3,3,0,0,19,24,1.263157895,1,3545.435,7,-1511.451187,729.3458261,-74.49924642,-421.9358313999999,-383.62881489999995,-1483.580191,-893.9239651,0.0,0.1,0.1,2.0,False,0.0
113,13,29,23,24,25,279,230,22,0,0,1,1,1.0,0,2072.887,4,124.88985259999998,1104.935033,-74.49924642,2080.846259,1322.492043,-70.52760062,1124.440126,1104.935033,0.6,0.6,1.1,False,0.0
114,14,30,46,47,61,1,0,6,0,0,16,21,1.3125,1,0.0,7,124.88985259999998,127.54149240000001,742.2291416,406.6208889,1322.492043,1074.45138,1650.958762,0.0,0.1,0.1,2.0,False,0.0
115,13,29,59,55,115,1,1,14,0,0,25,61,2.44,0,27364.517000000003,2,-1511.451187,-1082.741078,-74.49924642,-421.9358313999999,-383.62881489999995,-70.52760062,-893.9239651,0.0,0.1,0.1,0.6,False,0.0
116,14,30,3,2,6,9,2,3,0,0,29,44,1.5172413790000001,3,305.67900000000003,5,-874.6775238,380.6326524,323.3044797,932.4725868999999,599.4670046,977.759175,-207.53226730000003,0.0,0.1,0.1,1.4,False,0.0
117,3,12,0,0,1,7,3,11,9,0,12,19,1.5833333330000001,1,0.0,4,124.88985259999998,-356.6506163,-74.49924642,2080.846259,1322.492043,3520.290046,1650.958762,3520.290046,1.7000000000000002,1.7,1.1,False,0.0
118,14,30,90,87,125,66,34,11,15,3,7,8,1.142857143,0,12085.328000000001,0,124.88985259999998,-356.6506163,-271.13865699999997,932.4725868999999,599.4670046,1074.45138,2365.330941,0.0,0.1,0.1,0.1,True,0.1
119,13,25,1,0,0,13,13,6,0,0,24,96,4.0,4,0.0,3,124.88985259999998,-356.6506163,323.3044797,932.4725868999999,-375.3436775,-70.52760062,240.3578818,0.0,0.1,0.1,0.8,False,0.0
120,14,30,5,5,4,5,0,11,0,0,26,118,4.538461538,5,1636.23,5,124.88985259999998,-1082.741078,323.3044797,-227.09239680000005,599.4670046,977.759175,-207.53226730000003,0.0,0.1,0.1,1.4,False,0.0
