8 15 6 4 6 0 0 6 0 0 2 3 1.5 1 492.81 0 0 0 0 0 1 0
6 12 11 15 22 6 2 2 0 0 6 9 1.5 2 7494.973 0 0 0 0 0 0 1
14 28 12 8 10 46 33 8 0 0 0 0 0.0 0 8407.775 0 0 0 0 0 1 0
14 30 21 24 33 6 1 11 0 0 0 0 0.0 0 976.62 1 0 0 0 0 0 0
14 30 59 51 69 0 0 5 0 0 30 459 15.3 7 3758.779 0 0 1 0 0 0 0
6 14 5 8 9 0 0 5 0 0 3 3 1.0 0 0.0 0 0 1 0 0 0 0
14 30 9 19 27 0 0 6 0 0 30 378 12.6 11 7627.916 0 0 0 0 0 0 1
8 16 1 1 3 4 0 3 0 0 7 16 2.2857142857142856 1 0.0 0 0 0 0 0 0 1
14 30 76 77 81 2 0 14 0 0 2 2 1.0 0 18523.655 0 1 0 0 0 0 0
1 1 0 0 0 0 0 8 0 0 0 0 0.0 0 14011.517 0 0 0 0 1 0 0
1 1 1 0 0 0 0 6 0 0 1 3 3.0 1 3879.634 0 1 0 0 0 0 0
11 27 17 22 38 0 0 9 0 0 9 15 1.6666666666666667 4 924.395 0 1 0 0 0 0 0
13 29 8 8 15 11 7 14 169 0 2 5 2.5 0 14771.293 0 0 0 0 0 0 0
14 30 128 216 308 3801 2627 4 0 0 8 15 1.875 0 9117.654 0 0 0 0 0 1 0
11 25 15 17 17 7 5 5 0 0 8 8 1.0 6 2978.935 0 0 0 0 0 0 0
14 30 14 10 12 2 0 14 0 0 30 36 1.2 0 2349.798 0 0 1 0 0 0 0
9 24 17 10 25 4 3 18 22 0 4 5 1.25 0 0.0 1 0 0 0 0 0 0
14 30 35 24 32 59 27 3 304 0 1 2 2.0 0 52621.93 0 0 0 0 1 0 0
14 30 101 97 106 135 80 13 0 0 9 15 1.6666666666666667 3 6570.515 0 0 0 0 0 0 0
13 28 28 45 52 1 1 3 0 0 4 4 1.0 1 17309.048 0 0 0 0 0 0 1
12 28 12 11 64 14 7 23 529 2 1 1 1.0 0 0.0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 8 0 0 1 5 5.0 0 0.0 0 0 1 0 0 0 0
1 1 0 0 0 158 39 31 0 0 0 0 0.0 0 0.0 0 0 0 0 0 1 0
8 16 1 2 1 2 0 7 0 0 16 20 1.25 1 0.0 1 0 0 0 0 0 0
14 30 28 23 26 61 11 4 0 0 25 37 1.48 1 6596.734 0 0 0 1 0 0 0
10 17 6 4 4 133 112 5 44 40 4 4 1.0 0 57.073 1 0 0 0 0 0 0
13 28 26 30 57 6 2 7 0 0 6 8 1.3333333333333333 0 0.0 0 0 0 0 1 0 0
3 10 0 1 2 2 0 4 0 0 0 0 0.0 0 0.0 0 1 0 0 0 0 0
13 27 2 2 3 36 23 12 12 0 24 26 1.0833333333333333 1 349.418 0 0 0 0 0 1 0
3 3 0 0 0 0 0 6 0 0 0 0 0.0 0 0.0 0 0 0 1 0 0 0
6 16 6 5 6 2 0 5 0 0 2 2 1.0 1 0.0 0 0 0 0 0 1 0
6 7 0 2 1 1 0 16 8 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
7 13 6 5 6 5 1 11 0 0 2 2 1.0 0 8253.911 1 0 0 0 0 0 0
3 3 0 0 0 0 0 10 24 29 1 1 1.0 0 0.0 0 0 0 0 0 0 0
14 30 64 73 83 19 4 6 0 0 30 71 2.3666666666666667 3 13457.267 0 0 0 0 0 0 0
14 30 14 26 38 156 34 17 1496 0 1 4 4.0 0 0.0 0 0 0 1 0 0 0
14 30 14 13 27 7 5 11 21 0 1 2 2.0 1 0.0 1 0 0 0 0 0 0
11 22 0 11 15 11 5 12 0 0 13 94 7.230769230769232 8 0.0 0 0 0 0 1 0 0
1 1 43 21 13 2 2 4 0 0 2 10 5.0 1 3860.745 0 0 0 1 0 0 0
14 30 49 48 60 106 24 5 7 0 3 4 1.3333333333333333 1 8057.663 0 0 1 0 0 0 0
6 9 0 1 1 34 13 7 0 0 1 2 2.0 0 294.609 0 0 0 0 0 0 0
1 1 4 2 1 0 0 10 0 0 0 0 0.0 0 0.0 0 0 0 0 0 0 0
14 27 29 25 18 0 0 12 0 0 9 13 1.4444444444444444 1 36.93 0 0 0 1 0 0 0
7 14 45 23 28 9 1 5 0 0 5 10 2.0 3 6239.478 0 0 0 1 0 0 0
3 3 0 0 0 1 0 3 0 0 0 0 0.0 0 0.0 0 0 0 1 0 0 0
14 28 16 15 18 6 2 7 0 0 2 2 1.0 2 1376.846 0 0 0 0 0 0 0
14 30 19 21 31 0 0 5 0 0 30 527 17.566666666666666 0 3663.827 0 0 1 0 0 0 0
12 24 21 19 39 362 354 17 0 0 0 0 0.0 0 0.0 0 1 0 0 0 0 0
2 2 0 0 0 2 0 2 0 0 1 1 1.0 0 0.0 0 0 0 0 0 0 1
14 26 90 71 57 10 6 13 0 0 8 9 1.125 0 3124.276 0 0 0 1 0 0 0
1 5 0 0 1 2 0 8 0 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
12 27 7 6 7 0 0 10 0 0 16 26 1.625 3 3318.817 0 0 0 0 0 0 1
14 30 171 129 123 169 46 12 255 3 10 48 4.8 10 23546.537 0 0 0 1 0 0 0
13 26 4 4 2 8 3 7 0 0 25 121 4.84 4 2477.326 0 0 0 0 0 0 1
1 3 0 0 0 2 1 11 0 0 0 0 0.0 0 0.0 0 0 0 0 0 0 0
14 30 35 41 59 845 445 8 0 0 4 7 1.75 1 4863.287 0 0 0 0 0 0 0
14 30 61 48 71 59 53 11 0 0 28 299 10.678571428571429 2 4547.297 0 0 0 1 0 0 0
14 29 13 14 22 63 12 7 0 0 21 29 1.380952380952381 0 9790.593 0 1 0 0 0 0 0
14 30 31 33 32 12 0 3 0 0 30 96 3.2 2 2395.674 0 1 0 0 0 0 0
3 3 7 3 2 0 0 10 0 0 1 2 2.0 0 0.0 0 0 0 0 0 0 1
12 27 23 14 14 0 0 3 0 0 4 5 1.25 1 548.136 1 0 0 0 0 0 0
1 1 0 0 0 1 0 4 0 0 0 0 0.0 0 0.0 0 1 0 0 0 0 0
8 18 3 3 11 14 5 17 634 0 0 0 0.0 0 0.0 0 0 0 0 0 1 0
6 15 0 0 0 1 0 4 0 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
1 3 0 0 0 2 0 10 0 0 0 0 0.0 0 0.0 0 0 0 0 0 0 0
12 24 5 12 22 0 0 3 0 0 6 9 1.5 0 5021.878 0 0 1 0 0 0 0
2 5 0 0 0 157 71 7 637 88 0 0 0.0 0 0.0 0 1 0 0 0 0 0
11 23 15 17 20 8 1 7 0 0 18 27 1.5 8 1710.605 1 0 0 0 0 0 0
4 11 0 0 3 34 29 9 10 0 8 13 1.625 2 0.0 0 0 0 0 0 1 0
14 30 43 30 34 4 0 3 0 0 28 36 1.2857142857142858 1 20174.586 0 0 1 0 0 0 0
10 25 0 0 35 0 0 7 0 0 21 84 4.0 7 7.543 0 0 0 1 0 0 0
14 30 30 27 29 596 19 12 0 0 30 177 5.9 3 20888.223 0 0 0 0 0 0 1
1 1 0 0 0 0 0 17 0 0 0 0 0.0 0 0.0 1 0 0 0 0 0 0
14 30 76 49 60 1 0 19 0 0 3 3 1.0 0 10415.082 0 1 0 0 0 0 0
14 30 35 29 36 0 0 18 6 0 1 1 1.0 0 2438.468 0 1 0 0 0 0 0
13 29 1 4 10 0 0 24 0 0 17 20 1.1764705882352942 1 4168.837 0 0 1 0 0 0 0
5 7 1 1 1 5 0 19 0 0 0 0 0.0 0 0.0 0 0 0 0 0 1 0
14 30 23 23 21 12 3 4 538 0 12 16 1.3333333333333333 4 6590.412 0 0 0 0 0 0 1
14 30 66 80 99 4 1 4 0 0 29 65 2.2413793103448274 3 4569.863 0 0 0 0 1 0 0
14 30 35 57 80 5 5 14 0 0 28 43 1.5357142857142858 0 3527.307 0 0 0 1 0 0 0
0 1 0 0 0 10 6 7 2 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
5 13 6 6 15 7 2 6 39 0 5 6 1.2 1 7733.333 0 0 0 0 0 0 1
14 14 46 52 31 1 0 9 0 0 15 43 2.8666666666666667 14 0.0 0 0 0 0 0 0 1
1 1 0 0 0 2 2 9 0 0 0 0 0.0 0 0.0 0 0 0 1 0 0 0
14 30 180 178 217 45 42 7 0 0 8 13 1.625 2 13319.259 0 0 1 0 0 0 0
14 30 90 108 140 391 215 5 0 0 27 42 1.5555555555555556 4 1263.8 0 0 0 0 0 1 0
14 30 27 23 38 331 286 9 1207 0 11 13 1.181818181818182 0 2214.178 0 0 0 0 0 0 1
2 3 0 0 0 0 0 9 0 0 2 3 1.5 0 0.0 0 0 0 0 1 0 0
10 22 2 10 7 6 0 5 0 0 4 5 1.25 0 0.0 0 0 0 0 0 0 1
12 28 0 4 5 5 1 6 0 0 27 63 2.333333333333333 2 139.685 0 0 1 0 0 0 0
8 22 27 17 27 148 0 5 0 1 5 5 1.0 0 0.0 0 0 0 0 0 1 0
6 6 16 8 4 1 0 5 0 0 4 11 2.75 2 10098.599 0 0 0 0 1 0 0
14 30 145 171 205 88 45 5 6 2 14 20 1.4285714285714286 2 31572.207 0 0 0 0 0 0 1
14 30 7 8 8 24 7 6 2 0 30 345 11.5 2 3800.866 0 0 0 1 0 0 0
14 30 60 59 72 383 201 7 0 0 29 79 2.7241379310344827 3 2082.92 0 0 0 0 1 0 0
12 27 4 4 8 3 0 7 0 0 22 26 1.181818181818182 1 1765.152 0 0 0 0 1 0 0
14 30 74 63 97 4 2 7 0 0 5 5 1.0 4 8139.254 0 0 0 0 0 1 0
14 30 12 15 21 0 0 4 0 0 30 63 2.1 1 8387.784 0 0 0 1 0 0 0
11 22 24 14 16 18 5 4 0 0 1 1 1.0 0 286.878 1 0 0 0 0 0 0
5 5 1 0 0 0 0 4 0 0 6 19 3.1666666666666665 6 61.639 0 0 0 0 1 0 0
14 30 25 57 77 5 3 5 0 0 30 354 11.8 6 12394.835 0 0 0 0 1 0 0
14 30 36 48 70 26 15 7 0 0 30 275 9.166666666666666 0 16657.449 0 0 0 0 0 0 1
14 30 17 14 29 2 1 9 0 0 26 45 1.7307692307692308 3 4097.683 0 0 0 0 0 0 1
14 30 62 58 61 1 1 12 14 2 20 27 1.35 2 7267.203 0 0 0 0 0 0 0
8 19 21 14 20 5 1 12 2 0 1 1 1.0 0 8765.33 0 0 0 1 0 0 0
10 17 60 50 45 47 26 0 740 10 6 11 1.8333333333333333 3 19456.883 0 0 0 1 0 0 0
6 6 63 31 19 6 6 21 0 0 4 11 2.75 1 0.0 0 0 0 1 0 0 0
5 9 0 0 0 37 10 8 0 0 1 1 1.0 0 0.0 0 0 0 0 0 0 0
14 30 49 38 44 16 3 7 0 0 30 87 2.9 2 12759.991 0 0 1 0 0 0 0
14 30 13 12 29 0 0 6 39 0 30 48 1.6 1 0.0 1 0 0 0 0 0 0
2 12 6 3 12 0 0 6 0 0 0 0 0.0 0 852.547 0 0 1 0 0 0 0
14 30 70 82 105 5 5 10 0 0 28 34 1.2142857142857142 2 2523.473 0 0 0 0 0 1 0
11 22 15 29 30 0 0 3 0 0 4 10 2.5 0 0.0 0 0 1 0 0 0 0
14 30 81 84 105 10 6 12 0 0 30 112 3.733333333333333 11 23776.128 0 0 0 0 0 1 0
11 26 94 104 149 0 0 7 0 0 23 164 7.130434782608695 10 14231.041 0 0 1 0 0 0 0
14 30 9 8 9 1 1 13 0 0 30 913 30.43333333333333 10 9271.862 0 1 0 0 0 0 0
14 29 37 43 38 3 0 9 0 0 28 43 1.5357142857142858 0 3490.885 0 0 1 0 0 0 0
14 30 55 66 82 1 0 17 0 0 5 6 1.2 1 13515.47 0 0 1 0 0 0 0
14 30 37 62 64 10 7 10 0 0 26 80 3.0769230769230766 4 21276.965 0 0 0 0 0 0 0
14 30 95 80 97 7 0 12 0 0 3 3 1.0 1 773.213 0 0 0 1 0 0 0
11 26 1 5 5 12 10 4 0 2 21 26 1.238095238095238 1 1773.097 0 0 0 1 0 0 0
6 18 4 10 21 385 182 10 0 0 2 2 1.0 1 0.0 0 1 0 0 0 0 0
8 12 4 5 6 8 2 7 4 3 1 1 1.0 0 0.0 0 0 0 0 0 0 1
14 30 53 51 63 13 5 13 0 0 28 50 1.7857142857142858 24 81.782 0 0 0 0 1 0 0
14 30 7 4 8 20 20 17 0 0 3 3 1.0 0 178.191 0 0 0 1 0 0 0
14 29 41 57 77 2 1 4 0 0 29 58 2.0 5 6747.009 0 0 0 0 0 0 1
0 0 0 0 0 0 0 5 0 0 0 0 0.0 0 2709.994 0 0 1 0 0 0 0
8 19 10 20 36 1 1 11 0 0 0 0 0.0 0 0.0 0 0 0 0 0 1 0
14 28 21 29 30 43 1 5 0 0 0 0 0.0 0 0.0 0 1 0 0 0 0 0
14 30 204 155 196 630 322 6 0 0 11 15 1.3636363636363635 0 27062.507 0 0 0 0 0 1 0
14 29 11 12 11 5 1 7 0 0 5 8 1.6 0 1581.705 1 0 0 0 0 0 0
5 16 1 0 6 1 1 13 0 0 0 0 0.0 0 0.0 0 0 0 0 1 0 0
14 30 24 17 28 82 54 14 11 0 30 244 8.133333333333333 4 4952.262 0 0 0 0 0 0 1
14 30 32 34 36 3 1 5 0 0 18 26 1.4444444444444444 1 8823.551 0 0 1 0 0 0 0
14 30 16 19 27 0 0 3 0 0 30 88 2.933333333333333 1 4105.731 0 0 0 0 1 0 0
9 18 1 9 9 15 5 2 0 0 14 22 1.5714285714285714 1 0.0 0 1 0 0 0 0 0
4 8 0 0 0 4 4 10 0 0 1 1 1.0 0 0.0 0 0 0 0 0 0 0
13 28 7 8 14 0 0 5 0 0 1 1 1.0 1 5267.109 0 0 0 0 0 1 0
14 30 43 32 48 41 6 14 0 0 26 31 1.1923076923076923 1 5110.76 0 0 1 0 0 0 0
14 30 7 8 8 10 1 9 0 0 29 139 4.793103448275862 6 159.006 0 1 0 0 0 0 0
14 30 77 84 92 299 108 6 4 2 29 52 1.7931034482758617 2 3707.128 0 0 1 0 0 0 0
14 30 51 67 86 106 89 6 41 0 20 37 1.85 4 4652.096 1 0 0 0 0 0 0
3 3 11 5 3 0 0 5 0 0 1 2 2.0 0 0.0 0 0 0 0 0 1 0
1 2 0 0 0 6 2 7 0 0 0 0 0.0 0 0.0 0 0 0 0 0 0 0
14 24 71 60 56 0 0 16 0 0 25 149 5.96 5 7951.542 0 0 0 1 0 0 0
9 22 11 15 20 0 0 4 0 0 9 17 1.8888888888888888 0 0.0 0 0 0 0 0 1 0
1 4 0 0 0 3 3 3 0 0 0 0 0.0 0 0.0 0 0 0 0 1 0 0
14 30 14 9 11 2 0 6 0 0 30 44 1.4666666666666666 0 558.587 0 0 1 0 0 0 0
12 28 14 9 15 0 0 3 0 0 27 35 1.2962962962962965 0 1512.565 0 0 0 0 1 0 0
3 8 1 1 3 2 0 10 0 0 1 2 2.0 0 1901.172 0 1 0 0 0 0 0
3 3 5 2 1 1 0 10 1 0 4 32 8.0 3 0.0 0 0 0 0 0 0 0
6 18 7 4 20 5 0 4 0 0 2 3 1.5 0 4175.488 0 0 0 1 0 0 0
11 14 46 44 39 9 2 2 0 0 1 1 1.0 0 12453.731 0 0 0 0 1 0 0
14 30 29 18 33 37 15 19 0 0 28 32 1.1428571428571428 0 1650.744 0 1 0 0 0 0 0
1 1 0 0 0 0 0 7 0 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
14 29 13 10 14 11 2 3 0 0 29 127 4.379310344827586 0 4084.096 0 0 0 0 0 1 0
14 30 68 49 40 2 1 13 0 0 1 1 1.0 0 5895.722 0 0 0 0 0 1 0
14 30 52 46 47 307 137 16 158 0 29 43 1.4827586206896552 4 1307.607 0 0 0 0 0 0 1
14 30 49 58 69 15 15 5 0 0 13 22 1.6923076923076923 3 13613.455 0 0 0 0 0 0 1
14 30 10 23 44 4 3 16 0 1 28 46 1.6428571428571428 4 0.0 0 0 0 0 0 0 0
14 30 36 41 79 40 10 3 598 8 27 42 1.5555555555555556 1 1920.03 0 0 0 0 0 0 0
14 30 28 28 42 2 1 3 0 0 30 399 13.3 3 17001.873 0 0 0 0 0 1 0
14 30 29 33 43 0 0 8 0 0 20 45 2.25 0 15350.88 0 0 0 0 0 1 0
14 30 162 160 205 16 11 2 0 0 1 1 1.0 1 0.0 1 0 0 0 0 0 0
10 26 2 12 42 23 6 6 0 0 24 207 8.625 2 9172.571 0 0 0 0 0 1 0
12 28 0 1 4 5 1 7 0 0 28 86 3.071428571428572 1 4238.096 0 0 0 1 0 0 0
4 8 1 4 6 0 0 2 0 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
14 30 47 55 133 113 9 31 39 7 30 44 1.4666666666666666 1 1337.506 0 0 0 0 0 0 0
6 15 24 19 45 58 17 5 0 0 4 4 1.0 0 0.0 0 0 0 1 0 0 0
13 29 16 20 29 50 25 4 0 0 6 8 1.3333333333333333 2 0.0 0 0 0 1 0 0 0
8 12 3 4 3 0 0 4 0 0 9 11 1.2222222222222223 0 2096.225 0 0 0 1 0 0 0
6 13 16 16 36 100 61 9 2623 24 8 11 1.375 0 5340.037 0 0 0 0 0 0 1
13 29 8 9 16 11 2 4 0 0 24 25 1.0416666666666667 0 8015.261 1 0 0 0 0 0 0
12 27 10 12 12 16 8 5 0 0 3 6 2.0 1 7370.043 0 0 1 0 0 0 0
14 30 133 112 151 11 2 3 0 0 23 27 1.173913043478261 1 9270.467 0 0 1 0 0 0 0
1 3 4 2 1 22 8 12 0 0 1 2 2.0 0 0.0 0 0 0 0 0 1 0
9 17 5 4 3 2289 2017 10 25 0 0 0 0.0 0 560.555 0 0 0 0 0 1 0
14 30 45 66 112 2 0 11 0 0 30 270 9.0 0 2128.136 0 0 0 1 0 0 0
12 28 14 15 27 2 2 17 0 0 5 7 1.4 2 0.0 0 0 0 0 0 0 1
14 27 31 36 38 8 4 3 0 0 2 2 1.0 0 0.0 0 0 0 0 1 0 0
14 30 31 46 64 21 9 5 193 0 30 130 4.333333333333333 1 21182.082 0 0 0 0 0 0 1
14 28 16 13 18 0 0 6 0 0 29 450 15.517241379310345 5 4772.933 0 0 0 0 0 0 0
7 13 15 11 9 16 8 3 0 0 3 4 1.3333333333333333 0 5154.735 0 0 0 0 1 0 0
11 27 6 6 5 5 4 2 0 0 20 61 3.05 1 0.0 0 0 0 0 0 0 1
13 27 28 29 30 14 2 2 1168 0 0 0 0.0 0 2990.885 0 0 0 0 0 0 0
13 27 5 10 20 5 4 5 0 0 5 5 1.0 0 0.0 1 0 0 0 0 0 0
14 26 37 43 49 3 0 4 0 0 0 0 0.0 0 7959.269 0 1 0 0 0 0 0
14 30 15 16 20 41 12 4 0 0 14 21 1.5 1 2365.553 0 0 0 1 0 0 0
13 29 1 1 1 0 0 2 0 0 28 44 1.5714285714285714 0 224.303 0 0 0 1 0 0 0
13 17 56 55 37 1 1 4 0 0 11 13 1.181818181818182 3 7190.245 0 0 0 0 1 0 0
14 30 76 82 105 242 66 11 326 0 30 707 23.566666666666666 28 11350.127 0 0 0 0 0 0 1
1 2 0 0 0 2 0 21 0 0 0 0 0.0 0 0.0 0 0 0 0 0 0 0
7 19 4 3 9 14 2 7 0 0 5 5 1.0 0 7460.691 0 0 0 0 0 1 0
14 30 54 39 46 32 13 5 0 0 28 38 1.3571428571428572 3 7106.02 0 0 0 0 0 0 1
14 30 2 2 4 10 3 4 0 0 29 106 3.655172413793104 2 541.825 0 0 0 0 1 0 0
14 29 42 44 46 71 5 10 10 1 24 36 1.5 3 6139.924 0 0 0 0 0 0 1
3 3 3 1 0 0 0 7 0 0 1 2 2.0 0 0.0 0 0 0 0 0 1 0
1 1 0 0 0 0 0 5 0 0 0 0 0.0 0 23.911 0 0 1 0 0 0 0
14 14 61 59 35 1 0 14 0 0 11 38 3.4545454545454546 3 505.325 0 0 0 1 0 0 0
14 29 8 19 22 5 0 4 0 0 29 97 3.3448275862068964 2 2465.283 0 0 0 1 0 0 0
0 1 0 0 0 0 0 19 0 0 0 0 0.0 0 0.0 0 0 0 0 0 1 0
14 30 56 60 80 83 13 11 0 0 30 57 1.9 0 3472.333 0 1 0 0 0 0 0
2 6 1 0 4 3 2 12 0 0 1 3 3.0 1 0.0 0 1 0 0 0 0 0
14 30 24 34 66 6 2 0 0 0 30 308 10.266666666666667 10 10328.675 0 0 0 0 1 0 0
14 30 25 22 31 1528 819 3 1654 7 0 0 0.0 0 0.0 1 0 0 0 0 0 0
4 16 12 8 8 1 0 4 0 0 12 16 1.3333333333333333 0 0.0 0 0 0 1 0 0 0
14 30 16 18 28 11 6 9 0 0 2 2 1.0 1 0.0 0 0 0 1 0 0 0
14 30 9 17 25 6 2 10 206 0 2 3 1.5 1 3479.817 0 0 0 1 0 0 0
7 12 5 10 10 3 0 5 0 0 3 3 1.0 2 0.0 0 1 0 0 0 0 0
1 1 0 0 0 0 0 18 0 0 1 2 2.0 0 0.0 0 0 0 0 1 0 0
12 27 2 3 4 3 1 7 0 0 24 35 1.4583333333333333 2 2239.276 0 0 0 0 0 0 1
3 13 0 1 12 54 19 7 0 0 9 112 12.444444444444445 2 0.0 0 0 1 0 0 0 0
14 30 13 16 18 10 1 3 0 0 30 337 11.233333333333333 5 1419.268 1 0 0 0 0 0 0
6 8 6 5 3 1 0 3 0 0 1 1 1.0 1 137.346 0 0 0 0 0 0 0
14 30 45 42 42 12 2 5 0 0 10 11 1.1 1 11196.42 0 0 1 0 0 0 0
14 28 27 33 39 1 0 6 0 0 16 24 1.5 2 10819.198 0 0 0 1 0 0 0
2 2 0 0 0 0 0 5 0 0 1 1 1.0 0 0.0 0 0 1 0 0 0 0
7 10 35 28 19 30 29 14 0 0 3 10 3.333333333333333 2 11828.459 0 0 0 0 0 0 0
1 9 0 0 3 0 0 3 0 0 1 2 2.0 0 0.0 0 0 0 1 0 0 0
3 3 14 7 4 0 0 11 0 0 2 3 1.5 0 0.0 1 0 0 0 0 0 0
14 30 68 76 123 93 16 3 0 0 15 17 1.1333333333333333 1 19816.952 0 0 0 0 1 0 0
14 30 51 33 32 2 0 24 0 0 13 20 1.5384615384615383 0 605.84 0 1 0 0 0 0 0
1 5 0 0 0 0 0 5 0 0 0 0 0.0 0 0.0 0 0 0 0 1 0 0
6 6 15 7 4 4 1 2 0 0 0 0 0.0 0 0.0 0 0 0 0 1 0 0
1 1 0 0 0 1 0 13 0 0 1 4 4.0 0 680.377 0 0 1 0 0 0 0
14 30 52 42 34 10 0 5 0 0 30 479 15.966666666666667 16 42943.878 0 0 0 1 0 0 0
3 10 5 9 26 10 7 5 0 0 0 0 0.0 0 0.0 0 0 0 0 1 0 0
14 30 23 23 29 4 0 5 0 0 30 364 12.133333333333333 2 8281.163 0 0 0 0 1 0 0
6 16 0 0 2 21 4 5 0 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
14 30 72 71 73 20 1 16 597 0 22 32 1.4545454545454546 2 11008.138 0 0 0 0 1 0 0
14 30 12 14 34 67 32 5 689 0 2 2 1.0 0 0.0 0 0 0 0 1 0 0
4 8 1 3 4 2 1 5 0 0 0 0 0.0 0 0.0 0 0 0 0 0 1 0
14 30 17 27 42 2 0 5 0 0 30 516 17.2 5 2678.974 0 0 1 0 0 0 0
14 30 178 147 157 4 1 19 0 0 10 22 2.2 3 28219.9 0 1 0 0 0 0 0
13 29 19 17 34 0 0 31 0 0 8 11 1.375 0 2769.843 0 0 0 0 0 0 1
8 8 27 15 9 1 1 5 0 0 9 75 8.333333333333334 8 2160.011 0 0 1 0 0 0 0
14 30 104 93 127 16 2 12 1 1 12 41 3.4166666666666665 12 23399.663 0 0 0 0 0 0 1
12 28 6 4 16 13 4 12 0 0 20 20 1.0 0 0.0 1 0 0 0 0 0 0
14 30 18 12 17 9 6 12 0 0 29 54 1.862068965517241 2 1801.073 0 0 0 0 1 0 0
13 27 10 11 11 1 1 5 35 0 5 6 1.2 2 2.248 1 0 0 0 0 0 0
14 30 3 4 4 0 0 7 0 0 30 95 3.1666666666666665 7 1697.581 0 0 0 0 0 0 0
14 30 52 43 55 6 1 5 0 0 30 380 12.666666666666664 5 27179.32 0 0 0 0 1 0 0
13 28 17 14 14 6 2 6 60 0 0 0 0.0 0 0.0 0 0 1 0 0 0 0
2 3 0 0 0 2 1 14 0 0 1 2 2.0 0 0.0 0 0 1 0 0 0 0
5 21 0 1 12 7 4 7 0 0 12 17 1.4166666666666667 3 0.0 0 1 0 0 0 0 0
14 30 19 19 21 2 0 9 0 0 30 271 9.033333333333333 15 6732.959 0 0 0 0 1 0 0
12 27 37 60 57 0 0 6 0 0 24 58 2.4166666666666665 3 26864.167 0 0 1 0 0 0 0
5 12 0 0 0 20 2 4 0 0 1 1 1.0 0 0.0 0 1 0 0 0 0 0
5 5 0 0 0 0 0 9 0 0 1 1 1.0 0 0.0 0 0 0 0 1 0 0
7 16 113 71 102 0 0 6 0 0 5 6 1.2 3 16467.268 1 0 0 0 0 0 0
13 29 81 62 67 8 5 17 20 4 2 3 1.5 0 8505.963 0 1 0 0 0 0 0
13 28 11 11 23 18 15 6 0 0 0 0 0.0 0 358.151 0 0 0 0 0 0 0
13 28 23 18 16 47 12 7 1059 0 2 2 1.0 0 0.0 0 0 0 1 0 0 0
14 30 47 43 47 11912 407 18 51 47 0 0 0.0 0 0.0 0 0 1 0 0 0 0
12 25 4 4 6 0 0 6 0 0 19 23 1.2105263157894737 1 2364.831 1 0 0 0 0 0 0
